12260,"(-)-Tortuosamine","(-)-Tortuosamine;Tortuosamine"
964,"(-)-trans-Carveol","(-)-trans-Carveol"
1123,"(-)-trans-Isopiperitenol","(-)-trans-Isopiperitenol"
10620,"(-)-Tylocrebrine","(-)-Tylocrebrine"
603,"(-)-Ureidoglycolate","(-)-Ureidoglycolate;(S)-Ureidoglycolate"
10101,"(-)-Usnic acid","(-)-Usnic acid;(S)-Usnic acid;(S)-usnate"
10539,"(-)-Variabilin","(-)-Variabilin"
16225,"(-)-Vestitol","(-)-Vestitol"
786,"(-)-Vestitone","(-)-Vestitone;Vestitone"
8259,"(-)-Viburnitol","(-)-Viburnitol"
6147,"((R)-3-Hydroxybutanoyl)(n-2)","((R)-3-Hydroxybutanoyl)(n-2)"
10418,"(+-)-5-Deoxykievitone","(+-)-5-Deoxykievitone"
9375,"(+-)-Carnegine","(+-)-Carnegine;Carnegine"
10415,"(+-)-Dalbergioidin","(+-)-Dalbergioidin"
16015,"(+)-(1R,2R)-1,2-Diphenylethane-1,2-diol","(+)-(1R,2R)-1,2-Diphenylethane-1,2-diol"
7721,"(+)-(3S,4R)-cis-3,4-Dihydroxy-3,4-dihydrofluorene","(+)-(3S,4R)-cis-3,4-Dihydroxy-3,4-dihydrofluorene"
11383,"(+)-(S)-Carvone","(+)-(S)-Carvone;Carvol;(+)-Carvone;Carvone"
15464,"(+)-12-(2-Cyclopenten-1-yl)-2-dodecanone","(+)-12-(2-Cyclopenten-1-yl)-2-dodecanone"
4347,"(+)-2,3-Dienoyl fatty acyl thioesters","(+)-2,3-Dienoyl fatty acyl thioesters"
12256,"(+)-2,7-Dideoxypancratistatin","(+)-2,7-Dideoxypancratistatin"
11382,"(+)-3-Carene","(+)-3-Carene"
16230,"(+)-6a-Hydroxymaackiain","(+)-6a-Hydroxymaackiain"
16317,"(+)-7-Isojasmonic acid","(+)-7-Isojasmonic acid"
16339,"(+)-7-Isojasmonic acid CoA","(+)-7-Isojasmonic acid CoA"
16318,"(+)-7-Isomethyljasmonate","(+)-7-Isomethyljasmonate"
9938,"(+)-8-Hydroxycalamenene","(+)-8-Hydroxycalamenene"
9324,"(+)-Adlumine","(+)-Adlumine"
6306,"(+)-alpha-Pinene","(+)-alpha-Pinene;(1R,5R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene"
11141,"(+)-Atherospermoline","(+)-Atherospermoline"
9352,"(+)-Bebeerine","(+)-Bebeerine;Bebeerine"
9877,"(+)-beta-Phellandrene","(+)-beta-Phellandrene"
3036,"(+)-Bisdechlorogeodin","(+)-Bisdechlorogeodin"
3037,"(+)-Bornane-2,5-dione","(+)-Bornane-2,5-dione;2,5-Diketocamphane"
1765,"(+)-Borneol","(+)-Borneol;d-Borneol;Borneocamphor;endo-2-Bornanol;Sumatra camphor;(1R,2S,4R)-(+)-Borneol"
3190,"(+)-Bornyl-diphosphate","(+)-Bornyl-diphosphate;(+)-Bornyl diphosphate"
808,"(+)-Camphor","(+)-Camphor;D-Camphor"
9389,"(+)-Cassythicine","(+)-Cassythicine"
6562,"(+)-Catechin","(+)-Catechin;D-Catechin;Cyanidanol;(2R-trans)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-1-Benzopyran-3,5,7-triol;(2R,3S)-Catechin;(2R,3S)-(+)-Catechin;Cianidanol"
11394,"(+)-Chrysanthenone","(+)-Chrysanthenone"
4468,"(+)-cis-3,4-Dihydrophenanthrene-3,4-diol","(+)-cis-3,4-Dihydrophenanthrene-3,4-diol;cis-3,4-Dihydroxy-3,4-dihydrophenanthrene"
11951,"(+)-cis-Isopulegone","(+)-cis-Isopulegone"
2213,"(+)-cis-Sabinol","(+)-cis-Sabinol"
6304,"(+)-Comphene","(+)-Comphene;(+)-Camphene"
6394,"(+)-delta-Cadinene","(+)-delta-Cadinene"
10591,"(+)-Elaeocarpine","(+)-Elaeocarpine"
9728,"(+)-Epicatechin","(+)-Epicatechin;ent-Epicatechin"
10561,"(+)-Eudesmin","(+)-Eudesmin"
3448,"(+)-exo-5-Hydroxycamphor","(+)-exo-5-Hydroxycamphor"
10616,"(+)-Galbacin","(+)-Galbacin"
12127,"(+)-Gallocatechin","(+)-Gallocatechin;Gallocatechol"
8286,"(+)-gamma-Hydroxy-L-homoarginine","(+)-gamma-Hydroxy-L-homoarginine"
16141,"(+)-Germacrene A","(+)-Germacrene A"
13799,"(+)-Hydrastine","(+)-Hydrastine"
9785,"(+)-Iridodial","(+)-Iridodial"
9804,"(+)-Iridodial","(+)-Iridodial"
11952,"(+)-Isomenthone","(+)-Isomenthone"
6099,"(+)-Limonene","(+)-Limonene;(+)-(R)-Limonene;(+)-(4R)-Limonene"
11389,"(+)-Linalool","(+)-Linalool;(S)-(+)-Linalool;(3S)-Linalool"
9575,"(+)-Luguine","(+)-Luguine"
16229,"(+)-Maackiain","(+)-Maackiain"
9589,"(+)-Mecambroline","(+)-Mecambroline"
1729,"(+)-Medicarpin","(+)-Medicarpin;3-Hydroxy-9-methoxypterocarpan"
11390,"(+)-Menthone","(+)-Menthone"
14888,"(+)-Methallenestrilphenol","(+)-Methallenestrilphenol;(+)-3-(6-Hydroxy-2-naphthyl)-2,2-dimethylpentanoic acid;(+)-beta-Ethyl-6-hydroxy-alpha,alpha-dimethyl-2-naphthalenepropanoicacid"
10159,"(+)-N-Methylconiine","(+)-N-Methylconiine"
9790,"(+)-Neomatatabiol","(+)-Neomatatabiol"
553,"(+)-Neomenthol","(+)-Neomenthol"
4165,"(+)-Neomenthyl O-beta-D-glucoside","(+)-Neomenthyl O-beta-D-glucoside"
2343,"(+)-Norephedrine","(+)-Norephedrine;d-Norephedrine;Norephedrine"
11360,"(+)-Nornicotine","(+)-Nornicotine"
9590,"(+)-O-Methylthalicberine","(+)-O-Methylthalicberine;Thalmidine"
9159,"(+)-Pimaric acid","(+)-Pimaric acid;Dextropimaric acid"
5366,"(+)-Pinoresinol","(+)-Pinoresinol"
9885,"(+)-Piperitone","(+)-Piperitone;d-Piperitone"
12254,"(+)-Plicamine","(+)-Plicamine"
9611,"(+)-Pronuciferine","(+)-Pronuciferine"
10167,"(+)-Prosopinine","(+)-Prosopinine"
2765,"(+)-Pseudoephedrine","(+)-Pseudoephedrine"
8258,"(+)-Quercitol","(+)-Quercitol;d-Quercitol"
1868,"(+)-Sabinone","(+)-Sabinone"
11877,"(+)-Sandaracopimaradiene","(+)-Sandaracopimaradiene"
12259,"(+)-Sceletium A4","(+)-Sceletium A4"
16227,"(+)-Sophorol","(+)-Sophorol"
10889,"(+)-Syringaresinol","(+)-Syringaresinol"
10890,"(+)-Syringaresinol O-beta-D-glucoside","(+)-Syringaresinol O-beta-D-glucoside;Acanthoside B"
13696,"(+)-TACP","(+)-TACP;(+)-trans-(1S,3S)-3-Aminocyclopentane-1-carboxylic acid"
9654,"(+)-Tetrandrine","(+)-Tetrandrine;Tetrandrine"
11350,"(+)-trans-alpha-Irone","(+)-trans-alpha-Irone"
11409,"(+)-trans-Carveol","(+)-trans-Carveol;(4S,6R)-trans-Carveol"
3039,"(+)-trans-Piperitenol","(+)-trans-Piperitenol"
2484,"(+)-trans-Pulegol","(+)-trans-Pulegol"
2766,"(+)-Ureidoglycolate","(+)-Ureidoglycolate;(R)-Ureidoglycolate"
17277,"(+)-Valencene","(+)-Valencene"
10892,"(+)-Veraguensin","(+)-Veraguensin"
4469,"(+/-)-2-(4'-Isobutylphenyl)propionitrile","(+/-)-2-(4'-Isobutylphenyl)propionitrile"
4875,"(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-1,2,3,4-tetrahydro-1-	naphthol","(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-1,2,3,4-tetrahydro-1-naphthol;(+/-)-Dihydrobunolol"
4883,"(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-3,4-dihydro-1(2H)-	naphthalenone","(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-3,4-dihydro-1(2H)-naphthalenone;(+/-)-Bunolol"
12200,"(+/-)-6-Acetonyldihydrochelerythrine","(+/-)-6-Acetonyldihydrochelerythrine;6-Acetonyl-5,6-dihydrochelerythrine"
12201,"(+/-)-6-Acetonyldihydrosanguinarine","(+/-)-6-Acetonyldihydrosanguinarine;6-Acetonyl-5,6-dihydrosanguinarine;(+/-)-8-Acetonyldihydrosanguinarine"
4166,"(+/-)-6-Hydroxy-3-oxo-alpha-ionol","(+/-)-6-Hydroxy-3-oxo-alpha-ionol"
4223,"(+/-)-6-Hydroxy-3-oxo-alpha-ionone","(+/-)-6-Hydroxy-3-oxo-alpha-ionone"
12196,"(+/-)-Bocconarborine A","(+/-)-Bocconarborine A"
12197,"(+/-)-Bocconarborine B","(+/-)-Bocconarborine B"
12243,"(+/-)-gamma-Lycorane","(+/-)-gamma-Lycorane"
12257,"(+/-)-Homochelidonine","(+/-)-Homochelidonine"
4548,"(+/-)-Synephrine","(+/-)-Synephrine;1-(4-Hydroxyphenyl)-2-(methylamino)ethanol"
4167,"(+/-)-trans-Acenaphthene-1,2-diol","(+/-)-trans-Acenaphthene-1,2-diol"
7283,"(1->3)-beta-D-Galactopyranans","(1->3)-beta-D-Galactopyranans;(1->3)-beta-D-Galactans"
4316,"(1-Hydroxycyclohexan-1-yl)acetyl-CoA","(1-Hydroxycyclohexan-1-yl)acetyl-CoA"
5131,"(1-Ribosylimidazole)-4-acetate","(1-Ribosylimidazole)-4-acetate"
6750,"(1,4)-beta-D-Glucuronan","(1,4)-beta-D-Glucuronan"
17496,"(10)-Gingerol","(10)-Gingerol"
16506,"(10S)-Juvenile hormone III acid diol","(10S)-Juvenile hormone III acid diol"
16505,"(10S)-Juvenile hormone III diol","(10S)-Juvenile hormone III diol"
16507,"(10S)-Juvenile hormone III diol phosphate","(10S)-Juvenile hormone III diol phosphate"
8367,"(11E)-Octadecenoic acid","(11E)-Octadecenoic acid;Vaccenic acid;trans-11-Octadecenoic acid"
16179,"(11Z,14Z,17Z)-Icosatrienoyl-CoA","(11Z,14Z,17Z)-Icosatrienoyl-CoA"
16180,"(11Z,14Z)-Icosadienoyl-CoA","(11Z,14Z)-Icosadienoyl-CoA"
4685,"(13E)-(15S)-15-Hydroxy-9-oxoprosta-10,13-dienoate","(13E)-(15S)-15-Hydroxy-9-oxoprosta-10,13-dienoate;Prostaglandin A1;PGA1"
4686,"(13E)-(15S)-15-Hydroxy-9-oxoprosta-11,13-dienoate","(13E)-(15S)-15-Hydroxy-9-oxoprosta-11,13-dienoate;Prostaglandin C1"
4654,"(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate","(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate"
12433,"(13S)-13-Dihydrodaunorubicin","(13S)-13-Dihydrodaunorubicin"
16645,"(13Z,16Z)-Docosadi-13,16-enoyl-CoA","(13Z,16Z)-Docosadi-13,16-enoyl-CoA"
8316,"(13Z)-Docosenoic acid","(13Z)-Docosenoic acid;Erucic acid;cis-13-Docosenoic acid"
10785,"(15:1)-Cardanol","(15:1)-Cardanol"
4742,"(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate","(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate;(15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate;(5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoic acid;15(S)-HETE"
8323,"(15Z)-Tetracosenoic acid","(15Z)-Tetracosenoic acid;Nervonic acid;(Z)-15-Tetracosenoic acid"
15267,"(17Z)-3,11-Dioxopregna-4,17(20)-dien-21-oic acid methyl ester","(17Z)-3,11-Dioxopregna-4,17(20)-dien-21-oic acid methyl ester"
16143,"(1E,4S,5E,7R)-Germacra-1(10),5-dien-11-ol","(1E,4S,5E,7R)-Germacra-1(10),5-dien-11-ol;Germacradienol"
11396,"(1R,2R,4R)-Dihydrocarveol","(1R,2R,4R)-Dihydrocarveol"
11411,"(1R,2R,4S)-Iso-dihydrocarveol","(1R,2R,4S)-Iso-dihydrocarveol"
14799,"(1R,2R)-3-[(1,2-Dihydro-2-hydroxy-1-naphthalenyl)thio]-2-	oxopropanoic acid","(1R,2R)-3-[(1,2-Dihydro-2-hydroxy-1-naphthalenyl)thio]-2-oxopropanoic acid"
11397,"(1R,2S,4R)-Neo-dihydrocarveol","(1R,2S,4R)-Neo-dihydrocarveol"
11410,"(1R,2S,4S)- Neoiso-dihydrocarveol","(1R,2S,4S)- Neoiso-dihydrocarveol"
451,"(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate","(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate;D-threo-Isocitric acid"
14786,"(1R,2S)-Naphthalene 1,2-oxide","(1R,2S)-Naphthalene 1,2-oxide;(1R,2S)-Naphthalene epoxide"
11398,"(1R,4R)-Dihydrocarvone","(1R,4R)-Dihydrocarvone"
11412,"(1R,4S)-Iso-dihydrocarvone","(1R,4S)-Iso-dihydrocarvone"
5817,"(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate","(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate;(1R,6R)-2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate;SHCHC"
14793,"(1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene","(1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene"
14791,"(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene","(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene"
14796,"(1R)-Hydroxy-(2R)-N-acetyl-L-cysteinyl-1,2-dihydronaphthalene","(1R)-Hydroxy-(2R)-N-acetyl-L-cysteinyl-1,2-dihydronaphthalene"
14797,"(1R)-N-Acetyl-L-cysteinyl-(2R)-hydroxy-1,2-dihydronaphthalene","(1R)-N-Acetyl-L-cysteinyl-(2R)-hydroxy-1,2-dihydronaphthalene"
11400,"(1S,2R,4R)-Neoiso-dihydrocarveol","(1S,2R,4R)-Neoiso-dihydrocarveol"
9837,"(1S,2R,4S)-(-)-Bornyl acetate","(1S,2R,4S)-(-)-Bornyl acetate"
11416,"(1S,2R,4S)-Neo-dihydrocarveol","(1S,2R,4S)-Neo-dihydrocarveol"
14787,"(1S,2R)-Naphthalene 1,2-oxide","(1S,2R)-Naphthalene 1,2-oxide;(1S,2R)-Naphthalene epoxide"
11399,"(1S,2S,4R)-Iso-dihydrocarveol","(1S,2S,4R)-Iso-dihydrocarveol"
11413,"(1S,2S,4S)-Dihydrocarveol","(1S,2S,4S)-Dihydrocarveol"
4617,"(1S,2S)-1-Hydroxypropane-1,2,3-tricarboxylate","(1S,2S)-1-Hydroxypropane-1,2,3-tricarboxylate;D-erythro-Isocitric acid"
4514,"(1S,2S)-1,2-Dihydronaphthalene-1,2-diol","(1S,2S)-1,2-Dihydronaphthalene-1,2-diol;trans-1,2-Dihydronaphthalene-1,2-diol"
4687,"(1S,3R,4S)-3,4-Dihydroxycyclohexane-1-carboxylate","(1S,3R,4S)-3,4-Dihydroxycyclohexane-1-carboxylate"
10377,"(1S,3R)-Nanaomycin A","(1S,3R)-Nanaomycin A"
11387,"(1S,4R)-(-)-Fenchone","(1S,4R)-(-)-Fenchone"
11937,"(1S,4R)-1-Hydroxy-2-oxolimonene","(1S,4R)-1-Hydroxy-2-oxolimonene"
11401,"(1S,4R)-Iso-dihydrocarvone","(1S,4R)-Iso-dihydrocarvone"
4670,"(1S,4S)-4-Hydroxy-3-oxocyclohexane-1-carboxylate","(1S,4S)-4-Hydroxy-3-oxocyclohexane-1-carboxylate"
11415,"(1S,4S)-Dihydrocarvone","(1S,4S)-Dihydrocarvone"
14792,"(1S)-Hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene","(1S)-Hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene"
14798,"(1S)-Hydroxy-(2S)-N-acetyl-L-cysteinyl-1,2-dihydronaphthalene","(1S)-Hydroxy-(2S)-N-acetyl-L-cysteinyl-1,2-dihydronaphthalene"
3557,"(2-Aminoethyl)phosphonate","(2-Aminoethyl)phosphonate;2-Aminoethylphosphonate;Ciliatine"
15143,"(2-Butylbenzofuran-3-yl)(4-hydroxy-3,5-diiodophenyl)ketone","(2-Butylbenzofuran-3-yl)(4-hydroxy-3,5-diiodophenyl)ketone"
15049,"(2-Butylbenzofuran-3-yl)(4-hydroxyphenyl)ketone","(2-Butylbenzofuran-3-yl)(4-hydroxyphenyl)ketone;2-Butyl-3-(4-hydroxybenzoyl)benzofuran"
15191,"(2-Isopropyl-1-benzofuran-3-yl)(4-hydroxyphenyl)methanone","(2-Isopropyl-1-benzofuran-3-yl)(4-hydroxyphenyl)methanone;2-Isopropyl-3-(4-hydroxybenzoyl)benzofuran"
2909,"(2-Naphthyl)methanol","(2-Naphthyl)methanol;2-Naphthalenemethanol;2-Hydroxymethylnaphthalene"
3323,"(2,1-beta-D-Fructosyl)n","(2,1-beta-D-Fructosyl)n;(2,1-beta-D-Fructosyl)n+1;Inulin;(1,2-beta-D-Fructosyl)n;(1,2-beta-D-Fructosyl)m;(1,2-beta-D-Fructosyl)n+1;(1,2-beta-D-Fructosyl)m-1"
4030,"(2,3-Dihydroxybenzoyl)adenylate","(2,3-Dihydroxybenzoyl)adenylate"
15935,"(2'S)-Deoxymyxol 2'-(2,4-di-O-methyl-alpha-L-fucoside)","(2'S)-Deoxymyxol 2'-(2,4-di-O-methyl-alpha-L-fucoside)"
15940,"(2'S)-Deoxymyxol 2'-alpha-L-fucoside","(2'S)-Deoxymyxol 2'-alpha-L-fucoside"
4715,"(20S,22S,25S)-22,25-Epoxyfurost-5-ene-3beta,26-diol","(20S,22S,25S)-22,25-Epoxyfurost-5-ene-3beta,26-diol;Nuatigenin"
4859,"(20S,22S,25S)-22,25-Epoxyfurost-5-ene-3beta,26-diol	3-O-beta-D-glucoside","(20S,22S,25S)-22,25-Epoxyfurost-5-ene-3beta,26-diol3-O-beta-D-glucoside"
16253,"(22R,23R)-22,23-Dihydroxy-campest-4-en-3-one","(22R,23R)-22,23-Dihydroxy-campest-4-en-3-one"
16252,"(22R,23R)-22,23-Dihydroxycampesterol","(22R,23R)-22,23-Dihydroxycampesterol"
3910,"(24R,24'R)-Fucosterol epoxide","(24R,24'R)-Fucosterol epoxide;(24R,28R)-Fucosterol epoxide"
15614,"(24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestan-26-	oyl-CoA","(24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestan-26-oyl-CoA"
11513,"(24R)-24-Methylcycloarta-25-en-3-beta-ol","(24R)-24-Methylcycloarta-25-en-3-beta-ol"
15518,"(24S)-Cholest-5-ene-3beta,7alpha,24-triol","(24S)-Cholest-5-ene-3beta,7alpha,24-triol;5-Cholesten-3beta,7alpha,24(S)-triol"
17345,"(25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA","(25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA"
15613,"(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA","(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA"
17346,"(25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA","(25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA"
17343,"(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA","(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA"
3963,"(25S)-5beta-Spirostan-3beta-ol","(25S)-5beta-Spirostan-3beta-ol;Sarsasapogenin"
4834,"(2E,6E)-(10R,11S)-10,11-Epoxy-3,7,11-trimethyltrideca-2,6-dienoic	acid","(2E,6E)-(10R,11S)-10,11-Epoxy-3,7,11-trimethyltrideca-2,6-dienoicacid;(2E,6E)-(10R,11S)-10,11-Epoxy-3,7,11-trimethyltrideca-2,6-dienoate;(2E,6E)-10,11-Epoxy-3,7,11-trimethyltridecadienoic acid"
16374,"(2E,6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahepta-2,6,9,12,15,18,21-enoyl-	CoA","(2E,6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahepta-2,6,9,12,15,18,21-enoyl-CoA"
16387,"(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexa-2,6,9,12,15,18-enoyl-CoA","(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexa-2,6,9,12,15,18-enoyl-CoA"
16468,"(2E)-5-Methylhexa-2,4-dienoyl-CoA","(2E)-5-Methylhexa-2,4-dienoyl-CoA"
16221,"(2E)-Octadecenoyl-[acp]","(2E)-Octadecenoyl-[acp];trans-Octadec-2-enoyl-[acp]"
16218,"(2E)-Octadecenoyl-CoA","(2E)-Octadecenoyl-CoA;trans-Octadec-2-enoyl-CoA"
3652,"(2R,3S)-2,3-Dimethylmalate","(2R,3S)-2,3-Dimethylmalate"
4411,"(2R,3S)-3-Isopropylmalate","(2R,3S)-3-Isopropylmalate;3-Isopropylmalate;3-Carboxy-2-hydroxy-4-methylpentanoate;2-D-threo-Hydroxy-3-carboxy-isocaproate"
3943,"(2R,4S)-2,4-Diaminopentanoate","(2R,4S)-2,4-Diaminopentanoate;D-threo-2,4-Diaminopentanoate;2,4-Diaminopentanoate"
15768,"(2R)-2-beta-D-Glucopyranosyloxy-4-hydroxy-7-methoxy-(2H)-1,4-	benzoxazin-3(4H)-one","(2R)-2-beta-D-Glucopyranosyloxy-4-hydroxy-7-methoxy-(2H)-1,4-benzoxazin-3(4H)-one;DIMBOA glucoside"
5329,"(2R)-2-Methylacyl-CoA","(2R)-2-Methylacyl-CoA"
11537,"(2R)-3-Sulfolactate","(2R)-3-Sulfolactate"
15487,"(2R)-Hydroxy-carboxylate","(2R)-Hydroxy-carboxylate;(R)-2-Hydroxycarboxylic acid"
11536,"(2R)-O-Phospho-3-sulfolactate","(2R)-O-Phospho-3-sulfolactate;(2R)-Phosphosulfolactate"
16274,"(2S,2'S)-Oscillol","(2S,2'S)-Oscillol"
