#
#  metacyc 14.6 Pathways link table generated on Mon Dec 6, 2010
#
ILEUSYN-PWY	isoleucine biosynthesis I (from threonine)	
PWY-3001	isoleucine biosynthesis I	superpathway of isoleucine biosynthesis
PWY-5101	isoleucine biosynthesis II	
PWY-5103	isoleucine biosynthesis III	
PWY-5104	isoleucine biosynthesis IV	
PWY-5108	isoleucine biosynthesis V	
LEUSYN-PWY	leucine biosynthesis	
DAPLYSINESYN-PWY	lysine biosynthesis I	lysine and diaminopimelate biosynthesis
LYSINE-AMINOAD-PWY	lysine biosynthesis IV	
PWY-2941	lysine biosynthesis II	
PWY-2942	lysine biosynthesis III	
PWY-3081	lysine biosynthesis V	
PWY-5097	lysine biosynthesis VI	
ADENOSYLHOMOCYSCAT-PWY	methionine salvage II (mammalia)	S-adenosylhomocysteine catabolism	S-adenosylhomocysteine degradation
HOMOSER-METSYN-PWY	methionine biosynthesis I	methionine biosynthesis from homoserine	methionine biosynthesis by transsulfuration
HSERMETANA-PWY	methionine biosynthesis III	homoserine methionine biosynthesis	methionine biosynthesis by sulfhydrylation
MET-SAM-PWY	superpathway of <i>S</i>-adenosyl-L-methionine biosynthesis	
METSYN-PWY	homoserine and methionine biosynthesis	
PWY-4361	methionine salvage I	Yang cycle	methylthioadenosine recycling	methionine regeneration	methionine recycling	methylthioribose recycling
PWY-5345	superpathway of methionine biosynthesis (by sulfhydrylation)	
PWY-5347	superpathway of methionine biosynthesis (transsulfuration)	
PWY-5441	S-methylmethionine cycle	SMM cycle
PWY-702	methionine biosynthesis II	methionine biosynthesis from homoserine II
PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	activated methyl cycle	SAM cycle
PWY-6151	<i>S</i>-adenosyl-L-methionine cycle I	SAM cycle	activated methyl cycle	AMC
GLUTORN-PWY	ornithine biosynthesis	
HOMOSERSYN-PWY	homoserine biosynthesis	
PWY-1186	homomethionine biosynthesis	methionine chain elongation pathway
PWY-5331	taurine biosynthesis	L-cysteine degradation IV
PWY-5344	homocysteine biosynthesis	
PWY-5957	nicotianamine biosynthesis	NA biosynthesis
CITRULBIO-PWY	citrulline biosynthesis	
PWY-4921	protein citrullination	
PWY-5004	superpathway of citrulline metabolism	
PHESYN	phenylalanine biosynthesis I	
PWY-3462	phenylalanine biosynthesis II	
ARG-PRO-PWY	arginine degradation VI (arginase 2 pathway)	proline biosynthesis from arginine
PROSYN-PWY	proline biosynthesis I	
PWY-3341	proline biosynthesis III	
PWY-4281	proline biosynthesis IV	
PWY-4981	proline biosynthesis II (from arginine)	
PWY-6281	selenocysteine biosynthesis II (archaea and eukaryotes)	
PWY0-901	selenocysteine biosynthesis I (bacteria)	
PWY-6196	serine racemization	D serine biosynthesis
SERSYN-PWY	serine biosynthesis	
HOMOSER-THRESYN-PWY	threonine biosynthesis from homoserine	
THRESYN-PWY	threonine biosynthesis	
TRPSYN-PWY	tryptophan biosynthesis	
PWY-3461	tyrosine biosynthesis II	pretyrosine pathway
PWY-6120	tyrosine biosynthesis III	
PWY-6134	tyrosine biosynthesis IV	
TYRSYN	tyrosine biosynthesis I	
VALSYN-PWY	valine biosynthesis	
TRNA-CHARGING-PWY	tRNA charging pathway	
PWY-5765	1,3,5-trimethoxybenzene biosynthesis	trimethoxybenzene biosynthesis	TMB biosynthesis
PWY-5787	oligomeric urushiol biosynthesis	urushiol biosynthesis	lacquer biosynthesis
PWY-5886	4-hydroxyphenylpyruvate biosynthesis	
PWY-5901	2,3-dihydroxybenzoate biosynthesis	
PWY-6320	phaselate biosynthesis	<i>o</i>-diphenol biosynthesis
PWY-6323	benzoylanthranilate biosynthesis	dianthalexins biosynthesis	N-benzoyl-4-methoxyanthranilic acid biosynthesis
PWY-6406	salicylate biosynthesis I	salicylic acid biosynthesis
PWY-6457	<i>trans</i>-cinnamoyl-CoA biosynthesis	(<i>E</i>)-cinnamoyl-CoA biosynthesis	<i>trans</i>-cinnamoyl-coenzyme A biosynthesis	cinnamoyl-CoA biosynthesis
PWY-6458	benzoyl-CoA biosynthesis	benzoyl-coenzyme A biosynthesis
PWY-6539	petivericin biosynthesis	S-benzyl phenylmethanethiosulfinate biosynthesis
PWY-6621	salicylate glucosides biosynthesis I	2,5-dihydroxybenzoate 2-O-&beta;-D-glucoside biosynthesis	2,5-dihydroxybenzoic acid 2-O-&beta;-D-glucoside biosynthesis	salicylic acid glucosides biosynthesis I
PWY-6623	salicylate glucosides biosynthesis II	2,5-dihydroxybenzoate 5-O-&beta;-D-glucoside biosynthesis	2,5-dihydroxybenzoic acid 5-O-&beta;-D-glucoside biosynthesis	salicylic acid glucosides biosynthesis II
PWY-6624	salicylate glucosides biosynthesis III	salicylic acid glucosides biosynthesis III	salicylate glucose ester biosynthesis	SA glucose ester biosynthesis	SGE biosynthesis
PWY-981	salicylate biosynthesis II	salicylic acid biosynthesis
PWY-6160	3-dehydroquinate biosynthesis II (archaea)	
PWY-6164	3-dehydroquinate biosynthesis I	
PWY-5754	4-hydroxybenzoate biosynthesis I (animals)	<i>p</i>-hydroxybenzoate biosynthesis I (eukaryotes)
PWY-5755	4-hydroxybenzoate biosynthesis II (bacteria and fungi)	<i>p</i>-hydroxybenzoate biosynthesis II
PWY-6431	4-hydroxybenzoate biosynthesis IV	p-hydroxybenzoate biosynthesis IV
PWY-6435	4-hydroxybenzoate biosynthesis V	
PWY3O-1109	4-hydroxybenzoate biosynthesis III (yeast)	<i>p</i>-hydroxybenzoate biosynthesis III (yeast)
ARO-PWY	chorismate biosynthesis I	aromatic amino acid biosynthesis	shikimate pathway
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	
PWY-6165	chorismate biosynthesis II (archaea)	
PWY-5750	itaconate biosynthesis	
PWY-5782	2-keto-L-gulonate biosynthesis	2-keto-gulonate biosynthesis	2-dehydro-gulonate biosynthesis
PWY-6330	acetaldehyde biosynthesis II	PDH-bypass	ligt-dark transition acetaldehyde biosynthesis
PWY-6333	acetaldehyde biosynthesis I	anoxic acetaldehyde biosynthesis	flooding related acetaldehyde biosynthesis
PWY-6622	heptadecane biosynthesis	alkane biosynthesis
CALVIN-PWY	Calvin-Benson-Bassham cycle	photosynthetic dark reactions	photosynthetic CO<SUB>2</SUB> fixation	reductive pentose phosphate pathway	Calvin cycle	photosynthesis - dark reaction	carbon fixation	Calvin-Benson cycle
GLYCOCAT-PWY	glycogen degradation I	glycogen catabolism
PWY-1001	cellulose biosynthesis	
PWY-1061	homogalacturonan biosynthesis	pectin biosynthesis
PWY-6143	CMP-pseudaminate biosynthesis	CMP-pseudaminic acid biosynthesis
PWY-822	fructan biosynthesis	
PWY-842	starch degradation	starch mobilization
PWY-862	fructan degradation	fructan mobilization
SUCSYN-PWY	sucrose biosynthesis	
GLUCONEO-PWY	gluconeogenesis I	
PWY-6142	gluconeogenesis II (<i>Methanobacterium thermoautotrophicum</i>)	carbohydrate biosynthesis (<i>Methanobacterium thermoautotrophicum</i>)
PWY-3881	mannitol biosynthesis	
PWY-5054	sorbitol biosynthesis I	
PWY-5530	sorbitol biosynthesis II	
PWY-1269	CMP-KDO biosynthesis I	3-deoxy-D-<I>manno</I>-octulosonate biosynthesis
PWY-3821	galactose degradation III	UDP-D-galatose biosynthesis (from D-galactose)
PWY-4	UDP-D-galacturonate biosynthesis II (from D-galacturonate)	UDP-D-galacturonate biosynthesis (salvage pathway)
PWY-4821	UDP-D-xylose and UDP-D-glucuronate biosynthesis	UDP-xylose biosynthesis	UDPXyl biosynthesis	UDP-glucuronate biosynthesis (from UDP-glucose)	UDP-glucuronic acid biosynthesis (from UDP-glucose)	UDP-GlcA biosynthesis
PWY-4841	UDP-D-glucuronate biosynthesis (from <i>myo</i>-inositol)	UDP-D-GlcA biosynthesis	UDP-D-glucuronic acid biosynthesis	inositol oxidation pathway
PWY-4861	UDP-D-galacturonate biosynthesis I (from UDP-D-glucuronate)	UDP-galacturonic acid biosynthesis	UDP-GalA biosynthesis
PWY-5111	CMP-KDO biosynthesis II (from D-arabinose 5-phosphate)	CMP-3-deoxy-D-<i>manno</i>-octulosonate biosynthesis
PWY-5113	UDP-D-apiose biosynthesis (from UDP-D-glucuronate)	
PWY-5114	UDP-sugars interconversion	
PWY-5115	GDP-L-galactose biosynthesis	
PWY-5661	GDP-glucose biosynthesis	
PWY-5738	GDP-6-deoxy-D-talose biosynthesis	
PWY-5739	GDP-&alpha;-D-perosamine biosynthesis	
PWY-5740	GDP-L-colitose biosynthesis	
PWY-5823	superpathway of CDP-3,6-dideoxyhexose biosynthesis	
PWY-5830	CDP-ascarylose biosynthesis	
PWY-5831	CDP-abequose biosynthesis	
PWY-5832	CDP-paratose biosynthesis	
PWY-5833	CDP-3,6-dideoxyhexose biosynthesis	
PWY-5834	CDP-tyvelose biosynthesis	
PWY-6	GDP-L-fucose biosynthesis II (from L-fucose)	GDP-L-fucose biosynthesis (salvage pathway)
PWY-6140	CMP-2-keto-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nononate biosynthesis	CMP-2-keto-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nononic acid biosynthesis	CMP-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nonulosonic acid biosynthesis	CMP-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nonulosonate biosynthesis	CMP-KDN biosynthesis
PWY-6144	CMP-<i>N</i>-glycoloylneuraminate biosynthesis	
PWY-6145	superpathway of sialic acid and CMP-sialic acid biosynthesis	
PWY-63	UDP-L-arabinose biosynthesis I (from UDP-xylose)	UDP-L-arabinose biosynthesis (<i>de novo</i> synthesis)
PWY-6478	GDP-D-<i>glycero</i>-&alpha;-D-<i>manno</i>-heptose biosynthesis	
PWY-66	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GDP-L-fucose biosynthesis I (<i>de novo</i> synthesis)
PWY-82	UDP-L-arabinose biosynthesis II (from L-arabinose)	UDP-L-arabinose biosynthesis (salvage pathway)
PWY0-1241	ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis	
PWY-6138	CMP-<i>N</i>-acetylneuraminate biosynthesis I (eukaryotes)	CMP-<i>N</i>-acetylneuraminic acid biosynthesis I (eukaryotes)
PWY-6139	CMP-<i>N</i>-acetylneuraminate biosynthesis II (bacteria)	CMP-<i>N</i>-acetylneuraminic acid biosynthesis II (bacteria)
PWY-5659	GDP-mannose biosynthesis	
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	
GDPRHAMSYN-PWY	GDP-D-rhamnose biosynthesis	
PWY-3221	dTDP-L-rhamnose biosynthesis II	
PWY-3261	UDP-L-rhamnose biosynthesis	
PWY-2622	trehalose biosynthesis IV	
PWY-2661	trehalose biosynthesis V	
PWY-5983	trehalose biosynthesis VI	
PWY-5985	trehalose biosynthesis VII	
PWY-881	trehalose biosynthesis II	trehalose biosynthesis 2
TREHALOSESYN-PWY	trehalose biosynthesis III	
TRESYN-PWY	trehalose biosynthesis I	trehalose biosynthesis
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis	mannosyl-chito-dolichol biosynthesis	<i>N</i>-linked glycosylation
PWY-5337	stachyose biosynthesis	raffinose biosynthesis
PWY-5342	ajugose biosynthesis I (galactinol-dependent)	verbascose biosynthesis I (galactinol-dependent)
PWY-5343	ajugose biosynthesis II (galactinol-independent)	verbascose biosynthesis II (galactinol-independent)	ajugose biosynthesis II (<i>via</i> galactan:galactan galactosyltransferase)
PWY-6116	mannosylfructose biosynthesis	
PWY-6524	lychnose biosynthesis	galactosyl-oligosaccharides biosynthesis
PWY-6525	stellariose and mediose biosynthesis	galactosyl-oligosaccharides biosynthesis
PWY-5936	xyloglucan biosynthesis	
PWY-5980	xylogalacturonan biosynthesis	
PWY-6403	carrageenan biosynthesis	
PWY-6655	xanthan biosynthesis	
PWY-6658	acetan biosynthesis	
PWY-6073	alginate biosynthesis I	alginic acid biosynthesis	algal algnate biosynthesis
PWY-6082	alginate biosynthesis II	bacterial alginate biosynthesis
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	
PWY-5067	glycogen biosynthesis II (from UDP-D-Glucose)	
PWY-622	starch biosynthesis	
PWY-6557	glycoaminoglycan-protein linkage region biosynthesis	heparan sulfate biosynthesis (early stages)	chondroitin sulfate biosynthesis (early stages)	GAG-protein linkage region biosynthesis
PWY-6558	heparan sulfate biosynthesis (late stages)	
PWY-6564	heparan sulfate biosynthesis	
PWY-6566	chondroitin and dermatan biosynthesis	
PWY-6567	chondroitin sulfate biosynthesis (late stages)	
PWY-6568	dermatan sulfate biosynthesis (late stages)	
PWY-6569	chondroitin sulfate biosynthesis	
PWY-6571	dermatan sulfate biosynthesis	
COLANSYN-PWY	colanic acid building blocks biosynthesis	
ECASYN-PWY	enterobacterial common antigen biosynthesis	ECA biosynthesis
PWY-5512	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis I	
PWY-5514	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II	
PWY-6626	CDP-2-glycerol biosynthesis	
TEICHOICACID-PWY	teichoic acid (poly-glycerol) biosynthesis	major teichoic acid biosynthesis	glycerol teichoic acid biosynthesis
PWY-6386	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	
PWY-6387	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis III (<i>meso</i>-DAP-containing)	
PWY-6397	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	arabinogalactan biosynthesis
PWY-6404	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	
PWY-6454	vancomycin resistance I	D-ala-D-lactate biosynthesis
PWY-6455	vancomycin resistance II	D-ala-D-serine biosynthesis
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)	
PWY-5265	peptidoglycan biosynthesis II (staphylococci)	
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	
PWY-6470	peptidoglycan biosynthesis V (&beta;-lactam resistant)	penicillin resistance	&beta;-lactam resistance
PWY-6471	peptidoglycan biosynthesis IV (Enterococcus faecium)	
PWY-6459	peptidoglycan cross-bridge biosynthesis I (S. aureus)	
PWY-6461	peptidoglycan cross-bridge biosynthesis II (E. faecium)	
PWY-6462	peptidoglycan cross-bridge biosynthesis III (Enterococcus faecalis)	
PWY-6463	peptidoglycan cross-bridge biosynthesis IV (Weissella viridescens)	
KDO-NAGLIPASYN-PWY	superpathway of KDO<SUB>2</SUB>-lipid A biosynthesis	
KDOSYN-PWY	KDO transfer to lipid IV<SUB>A</SUB> I	
NAGLIPASYN-PWY	lipid IV<sub>A</sub> biosynthesis	lipid-A-precursor biosynthesis
PWY-6467	KDO transfer to lipid IV<SUB>A</SUB> II (Chlamydia)	
PWY0-1338	biosynthesis of  4-amino-4-deoxy-L-arabinose-modified lipid A	biosynthesis of L-Ara4N-modified lipid A
OANTIGEN-PWY	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>)	
UDPNAGSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis
PWY-1121	suberin biosynthesis	
PWY-282	cuticular wax biosynthesis	
PWY-321	cutin biosynthesis	cutin monomer biosynthesis
PWY-361	phenylpropanoid biosynthesis	monolignol biosynthesis	lignin biosynthesis
PWY-5800	xylan biosynthesis	
P241-PWY	coenzyme B biosynthesis	7-mecaptoheptanoylthreonine phosphate biosynthesis	coB biosynthesis
PWY-5196	factor 430 biosynthesis	F430 biosynthesis
PWY-5198	factor 420 biosynthesis	F420 biosynthesis
PWY-5199	factor 420 polyglutamylation	cofactor 420 polyglutamylation	F420 polyglutamylation
PWY-5207	coenzyme B/coenzyme M regeneration	coB/coM regeneration
PWY-5254	methanofuran biosynthesis	
PWY-5354	molybdenum cofactor biosynthesis	moco biosynthesis
PWY-5499	vitamin B<sub>6</sub> degradation	pyridoxine degradation	pyridoxamine degradation	pyridoxal degradation
PWY-5915	phycoerythrobilin biosynthesis	
PWY-5917	phycocyanobilin biosynthesis	
PWY-5963	molybdenum cofactor (sulfide) biosynthesis	
PWY-5964	molybdopterin guanine dinucleotide biosynthesis	MGD biosynthesis
PWY-6012	acyl carrier protein metabolism	[acp] metabolism	ACP metabolism
PWY-6148	tetrahydromethanopterin biosynthesis	H<sub>4</sub>MPT biosynthesis
PWY-6174	mevalonate pathway II (archaea)	isoprenoid pathway	MVA pathway	isopentenyl diphosphate biosynthesis - mevalonate dependent
PWY-6395	Se volatilization (in Se accumulator plants)	selenium volatilization
PWY-6420	pyrroloquinoline quinone biosynthesis	PQQ biosynthesis
PWY-6476	molybdopterin cytosine dinucleotide biosynthesis	MCD biosynthesis
PWY-922	mevalonate pathway I	isoprenoid pathway	MVA pathway	isopentenyl diphosphate biosynthesis - mevalonate dependent
PWY0-1433	tetrahydromonapterin biosynthesis	
SAM-PWY	S-adenosyl-L-methionine biosynthesis	S-adenosylmethionine biosynthesis
COA-PWY	coenzyme A biosynthesis	CoA biosynthesis
PANTOSYN-PWY	pantothenate and coenzyme A biosynthesis I	
PWY-4221	pantothenate and coenzyme A biosynthesis II	
PWY-4242	pantothenate and coenzyme A biosynthesis III	
P2-PWY	2'-(5'-phosphoribosyl)-3'-dephospho-CoA biosynthesis I (citrate lyase)	
PWY-5796	2'-(5'-phosphoribosyl)-3'-dephospho-CoA biosynthesis II (malonate decarboxylase)	
P261-PWY	coenzyme M biosynthesis I	CoM biosythesis	2-mercaptoethanesulfonic acid biosynthesis
PWY-6643	coenzyme M biosynthesis II	CoM biosynthesis II
PWY0-1275	lipoate biosynthesis and incorporation II	
PWY0-501	lipoate biosynthesis and incorporation I	
PWY0-522	lipoate salvage and modification	
NADPHOS-DEPHOS-PWY	NAD phosphorylation and dephosphorylation	
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	
PWY-5381	pyridine nucleotide cycling (plants)	
NAD-BIOSYNTHESIS-II	NAD salvage pathway II	nicotinamide adenine dinucleotide salvage
NAD-BIOSYNTHESIS-III	NAD biosynthesis III	nicotinamide adenine dinucleotide biosynthesis
NADSYN-PWY	NAD biosynthesis II (from tryptophan)	nicotinamide adenine dinucleotide biosynthesis
PWY-3502	superpathway of NAD biosynthesis in eukaryotes	
PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	
PWY3O-4106	NAD salvage pathway III	nicotinamide riboside salvage pathway	nicotinamide adenine dinucleotide salvage
PYRIDNUCSAL-PWY	NAD salvage pathway I	pyridine nucleotide cycling	PNC pathway	nicotinamide adenine dinucleotide salvage
PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	nicotinamide adenine dinucleotide biosynthesis
HEXPPSYN-PWY	hexaprenyl diphosphate biosynthesis	
NONMEVIPP-PWY	methylerythritol phosphate pathway	nonmevalonate isopentenyl diphosphate biosynthesis	methylerythritol phosphate degradation	MEP degradation	deoxyxylulose phosphate pathway	DXP pathway	Rohmer pathway	isopentenyl diphosphate biosynthesis -- mevalonate-independent	nonmevalonate isoprenoid pathway	MEP pathway
POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (<i>E. coli</i>)	
PWY-5122	geranyl diphosphate biosynthesis	GPP biosynthesis
PWY-5783	octaprenyl diphosphate biosynthesis	
PWY-5785	di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis	
PWY-5805	nonaprenyl diphosphate biosynthesis I	solanesyl diphosphate biosynthesis	solanesyl pyrophosphate biosynthesis
PWY-5806	all-<i>trans</i>-decaprenyl diphosphate biosynthesis	
PWY-5807	heptaprenyl diphosphate biosynthesis	
PWY-5816	all <i>trans</i> undecaprenyl diphosphate biosynthesis	
PWY-5817	dodecaprenyl diphosphate biosynthesis	
PWY-5893	tridecaprenyl diphosphate biosynthesis	
PWY-6383	mono-<i>trans</i>, poly-<i>cis</i> decaprenyl phosphate biosynthesis	
PWY-6520	nonaprenyl diphosphate biosynthesis II	solanesyl diphosphate biosynthesis	solanesyl pyrophosphate biosynthesis
PWY-5123	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	FPP biosynthesis	<i>trans, trans</i>-farnesyl diphosphate biosynthesis
PWY-6577	farnesylcysteine salvage pathway	farnesylcysteine detoxification pathway	(<i>E,E</i>)-farnesyl diphosphate biosynthesis II	all <i>trans</i>-farnesyl diphosphate biosynthesis II	farnesylcysteine from farnesylated protein salvage pathway
PWY-5120	geranylgeranyldiphosphate biosynthesis	GGPP biosynthesis
PWY-5121	superpathway of geranylgeranyldiphosphate biosynthesis II (via MEP)	GGPP biosynthesis II (plastidic)
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	GGPP biosynthesis
PWY-5194	siroheme biosynthesis	
PWY-5297	siroheme amide biosynthesis	
PWY-5526	bacteriochlorophyll <i>a</i> biosynthesis	
PWY-5064	chlorophyll <i>a</i> biosynthesis II	
PWY-5068	chlorophyll cycle	chlorophyll <i>b</i> biosynthesis
PWY-5086	chlorophyll <i>a</i> biosynthesis I	
PWY-5529	superpathway of bacteriochlorophyll <i>a</i> biosynthesis	
CHLOROPHYLL-SYN	chlorophyllide <i>a</i> biosynthesis I	
PWY-5531	chlorophyllide <i>a</i> biosynthesis II	
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	
HEMESYN2-PWY	heme biosynthesis from uroporphyrinogen-III II	
PWY-5918	heme biosynthesis I	
PWY-5920	heme biosynthesis II	
PWY0-1415	superpathway of heme biosynthesis from uroporphyrinogen-III	
PWY-1422	vitamin E biosynthesis	tocopherol biosynthesis
PWY-5851	demethylmenaquinol-9 biosynthesis	demethylmenaquinone-9 biosynthesis
PWY-5852	demethylmenaquinol-8 biosynthesis I	demethylmenaquinone-8 biosynthesis I
PWY-5853	demethylmenaquinol-6 biosynthesis	DMK-6 biosynthesis	demethylmenaquinone-6 biosynthesis
PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis	superpathway of demethylmenaquinone-6 biosynthesis
PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis	superpathway of demethylmenaquinone-8 biosynthesis
PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis	superpathway of demethylmenaquinone-9 biosynthesis
PWY-6262	demethylmenaquinol-8 biosynthesis II	demethylmenaquinone-8 biosynthesis II
PWY-5791	1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	DHNA biosynthesis
PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis I	
MENAQUINONESYN-PWY	menaquinol-8 biosynthesis	vitamin K<sub>2</sub> biosynthesis I	menaquinone-8 biosynthesis
PWY-5838	superpathway of menaquinol-8 biosynthesis I	vitamin K<sub>2</sub> biosynthesis I	superpathway of menaquinone-8 biosynthesis I
PWY-5839	menaquinol-7 biosynthesis	vitamin K<sub>2</sub> biosynthesis	menaquinone-7 biosynthesis
PWY-5840	superpathway of menaquinol-7 biosynthesis	vitamin K<sub>2</sub> biosynthesis	superpathway of menaquinone-7 biosynthesis
PWY-5844	menaquinol-9 biosynthesis	vitamin K<sub>2</sub> biosynthesis	menaquinone-9 biosynthesis
PWY-5845	superpathway of menaquinol-9 biosynthesis	vitamin K<sub>2</sub> biosynthesis	superpathway of menaquinone-9 biosynthesis
PWY-5849	menaquinol-6 biosynthesis	vitamin K<sub>2</sub> biosynthesis	MK-6 biosynthesis	menaquinone-6 biosynthesis
PWY-5850	superpathway of menaquinol-6 biosynthesis	superpathway of menaquinone-6 biosynthesis
