Species, Gene
ECL, EcolC_0276(gntK)
EBR, ECB_03288(gntK) ECB_04134(idnK)
EBD, ECBD_0306(gntK) ECBD_3768(idnK)
EFE, EFER_3413(gntK)
STY, STY4269(gntK)
STT, t3980(gntK)
STM, STM3542(gntK) STM4485(idnK)
SPT, SPA3393(gntK) SPA4285(idnK)
SEK, SSPA3168(gntK) SSPA3982(idnK)
SPQ, SPAB_04398(gntK) SPAB_05643(idnK)
SEI, SPC_3610(gntK) SPC_4617(idnK)
SEC, SC3472(gntK) SC4341(idnK)
SEH, SeHA_C3851(gntK) SeHA_C4889(idnK)
SEE, SNSL254_A3809(gntK) SNSL254_A4833(idnK)
SEW, SeSA_A3731(gntK) SeSA_A4740(idnK)
SEA, SeAg_B3742(gntK) SeAg_B4770(idnK)
SED, SeD_A3911(gntK) SeD_A4870(idnK)
SEG, SG3895(gntK) SG4309(idnK)
SET, SEN3365(gntK) SEN4238(idnK)
SES, SARI_03158(idnK) SARI_04087(gntK)
YPE, YPO2540(gntV) YPO3953
YPK, y1646(gntV) y3876(gntV)
YPA, YPA_2032 YPA_3782
YPN, YPN_2135 YPN_3602
YPM, YP_2351(idnK) YP_3315(gntV)
YPP, YPDSF_1950 YPDSF_3318
YPG, YpAngola_A1801(idnK) YpAngola_A4107(gntK)
YPZ, YPZ3_2210 YPZ3_2244(idnK)
YPS, YPTB2572(idnK) YPTB3796
YPI, YpsIP31758_1469(idnK) YpsIP31758_4020(gntK)
YPY, YPK_0136 YPK_1575
YPB, YPTS_2667 YPTS_3995
YEN, YE1362(gntV) YE4020
YEP, YE105_C2750 YE105_C3739
SFL, SF3459(gntK)
SFX, S4303(gntK)
SFV, SFV_3445(gntK)
SSN, SSON_3679(gntK) SSON_4453(idnK)
SBO, SBO_3434(gntK)
SBC, SbBS512_E3888(gntK)
SDY, SDY_3588(gntK)
ECA, ECA1839(gntV) ECA4159
PCT, PC1_3943
PWA, Pecwa_2769
ETA, ETA_32520(gntK)
EPY, EpC_34640(gntK)
EAM, EAMY_3473(gntK)
EAY, EAM_3275(gntK)
EBI, EbC_02860 EbC_39210(idnK) EbC_42270(gntK)
PLU, plu0497(gntK)
PAY, PAU_03867(gntK)
SGL, SG2151(gntK)
ENT, Ent638_3845(gntK)
ENC, ECL_04800
ESC, Entcl_0304 Entcl_3682
EAE, EAE_05410(gntK)
ESA, ESA_04302(gntK)
CTU, CTU_39470(gntK)
KPN, KPN_03801(gntK)
KPE, KPK_0312(gntK) KPK_4704(idnK)
KPU, KP1_5135(gntK)
KVA, Kvar_0299 Kvar_4345
CKO, CKO_04856(gntK)
CRO, ROD_43891(gntK)
SPE, Spro_4497(gntK) Spro_4650(gntK)
SRS, SerAS12_4595 SerAS12_4743
PMR, PMI2673(gntK)
EIC, NT01EI_0125(gntK)
ETR, ETAE_0135(gntK)
DDA, Dd703_0266 Dd703_1226
DDC, Dd586_3849
DDD, Dda3937_00323(gntK)
DZE, Dd1591_0216
XBO, XBJ1_3723(gntK)
XNE, XNC1_2944(gntK)
PAM, PANA_3705(gntK)
PVA, Pvag_2989(gntK)
PAO, Pat9b_0276
RAH, Rahaq_0196 Rahaq_2353
HAP, HAPS_1788(gntK)
HSO, HS_0379(glk)
HSM, HSM_0704
PMU, PM0792(glk)
MSU, MS0957(gntK)
APL, APL_1666(gntK)
APJ, APJL_1697(gntK)
APA, APP7_1726
ASU, Asuc_1154
AAP, NT05HA_1088
AAT, D11S_1725
GAN, UMN179_00742
XCC, XCC4079(idnK)
XCB, XC_4170
XCA, xccb100_4280
XCV, XCV4297(idnK)
XAC, XAC4197(idnK)
XOO, XOO0332(idnK)
XOM, XOO_0304
XOP, PXO_02747(aroK)
XAL, XALc_0081
PSU, Psesu_2859
VCH, VC0287
VCO, VC0395_A2665(gntV)
VCM, VCM66_0272(gntV)
VCJ, VCD_001333
VVU, VV1_1100
VVY, VV0060
VVM, VVM_00154
VPA, VP0063
VHA, VIBHAR_00513
VSP, VS_II0408
VEX, VEA_001959
VFM, VFMJ11_A1081(aroK_2)
VSA, VSAL_II0666(idnK)
VAN, VAA_03279
PAE, PA2321
PAU, PA14_34640(gntK)
PAP, PSPA7_2939
PAG, PLES_29841
PPU, PP_3416(gnuK)
PPF, Pput_2346
PPG, PputGB1_2524
PPW, PputW619_2785
PPT, PPS_2896
PST, PSPTO_3564(gntV)
PSB, Psyr_3337
PSP, PSPPH_3258
PFL, PFL_4580
PFO, Pfl01_4336
PFS, PFLU4811
PEN, PSEEN2421
PMY, Pmen_2569
PMK, MDS_2677
PSA, PST_2201
PSZ, PSTAB_2087
PBA, PSEBR_a1238
PFV, Psefu_2363
CJA, CJA_0846(idnK)
CGA, Celgi_2777
AVN, Avin_22480(gntK-1) Avin_27310(gntK-2)
ACI, ACIAD0545(gntK)
ACD, AOLE_16980
ACB, A1S_0486
ABM, ABSDF3018(gntK)
ABY, ABAYE3278(gntK)
ABC, ACICU_00497
ABN, AB57_0590
ABB, ABBFA_003047
SBL, Sbal_4087
SBM, Shew185_4056
SBN, Sbal195_4174
SBP, Sbal223_3978
SWP, swp_4296
CPS, CPS_3695
PHA, PSHAb0480(idnK)
PAT, Patl_3644
SDE, Sde_0904
ALT, ambt_09190 ambt_09815
GAG, Glaag_3637
PIN, Ping_2932 Ping_2936
TTU, TERTU_0848
HCH, HCH_03543
CSA, Csal_0926
HEL, HELO_1782(idnK)
MMW, Mmwyl1_0695
AHA, AHA_0287(aroK-1)
ASA, ASA_4110(gntK)
AVR, B565_0161
TAU, Tola_0227 Tola_0778
NMA, NMA0412
NME, NMB2028(gntK)
NMC, NMC2007
NMN, NMCC_0171(gntK)
NMI, NMO_0138(gntK)
NGO, NGO2076
NGK, NGK_2538
CVI, CV_2957(gntV)
RSO, RS05387(RSp0946) RSc0441(gntK)
RSC, RCFBP_21043(gntK)
RSL, RPSI07_2929(gntK) RPSI07_mp0632
RPI, Rpic_0317
RPF, Rpic12D_0332
REU, Reut_A1082
REH, H16_A1179(gntK)
RME, Rmet_1046(gntK)
CTI, RALTA_A1159(gntK)
CNC, CNE_1c11250(gntK)
BMA, BMA1194 BMA2443(gntK)
BMV, BMASAVP1_A0359(gntK) BMASAVP1_A1638
BML, BMA10229_A0300 BMA10229_A1217(gntK)
BMN, BMA10247_0861 BMA10247_2628(gntK)
BPS, BPSL2929
BPM, BURPS1710b_2073
BPL, BURPS1106A_1925 BURPS1106A_3437
BPD, BURPS668_3403
BPR, GBP346_A3583(aroK_1)
BTE, BTH_I1220 BTH_I2431
BVI, Bcep1808_0631
BUR, Bcep18194_A3749
BCN, Bcen_0180
BCH, Bcen2424_0663
BCM, Bcenmc03_0630
BCJ, BCAL3364
BAM, Bamb_0558
BAC, BamMC406_0584
BMU, Bmul_2720
BMJ, BMULJ_00517(gntK)
BXE, Bxe_A0592
BPH, Bphy_2577 Bphy_5548
BPY, Bphyt_3367
BGL, bglu_1g05550
BUG, BC1001_3010
BGE, BC1002_2633
BGF, BC1003_2947
BRH, RBRH_01682
BGD, bgla_1g05920
RFR, Rfer_0956
POL, Bpro_3525
PNA, Pnap_0046
AAV, Aave_2797
AJS, Ajs_2053
DIA, Dtpsy_1876
AAA, Acav_2463
DAC, Daci_3761
DEL, DelCs14_3059
VAP, Vapar_6143
VPE, Varpa_4898
CTT, CtCNB1_3424
ADN, Alide_2658
ADK, Alide2_3014
RTA, Rta_07490(idnK)
HSE, Hsero_1092
LCH, Lcho_0327
AFW, Anae109_0595
MXA, MXAN_0616(idnK)
MFU, LILAB_05750
SUR, STAUR_7783(idnK)
SCL, sce_missed_out
HOH, Hoch_1852
MLO, mll1676
MCI, Mesci_3058
MOP, Mesop_2889 Mesop_3443
MES, Meso_0316
SME, SM_b21119(gntK) SMa0514(idnK)
SMK, Sinme_5001
SMD, Smed_4531
RHI, NGR_b22280(idnK)
ATU, Atu0195(gntK)
ARA, Arad_0989(gntK)
AVI, Avi_0840(gntK) Avi_5034(gntK) Avi_9123(gntK)
AGR, AGROH133_03188(gntK)
RET, RHE_CH00741(gntK) RHE_PC00145(idnK)
REC, RHECIAT_CH0000820(gntK)
RLE, RL0783(idnK) pRL100392(idnK)
RLT, Rleg2_0395 Rleg2_4512
RLG, Rleg_0427 Rleg_6413
OAN, Oant_3755
BJA, blr6762
BRA, BRADO5812
BBT, BBta_6318
RPA, RPA3638
RPB, RPB_1888
RPC, RPC_3674
RPD, RPD_3478
RPE, RPE_3712
RPT, Rpal_4159
RPX, Rpdx1_1713
NWI, Nwi_2645
NHA, Nham_3273
OCA, OCAR_5066(aroK)
XAU, Xaut_1235
SNO, Snov_1908
MEX, Mext_3463
MEA, Mex_1p1867(gntK) Mex_1p3694(gntK)
MDI, METDI4266(gntK)
MRD, Mrad2831_3770
MPO, Mpop_3661
MCH, Mchl_3771
BID, Bind_0625 Bind_3045
MSL, Msil_3028
CAK, Caul_2070
CSE, Cseg_1860
PDE, Pden_2932
KVU, EIO_1892(idnK) EIO_3352
MMR, Mmar10_2730
HBA, Hbal_2711
ZMO, ZMO1757
ZMN, Za10_1467
ZMP, Zymop_1364
NPP, PP1Y_AT5326
GOX, GOX1709
GBE, GbCGDNIH1_0859
ACR, Acry_1272
GDI, GDI_0293 GDI_3115
GDJ, Gdia_2356 Gdia_3252
APT, APA01_23170
AZL, AZL_b00250(idnK) AZL_d00380(idnK)
APB, SAR116_0908
BSU, BSU40060(gntK)
BSS, BSUW23_19975(gntK)
BSN, BSn5_11040
BHA, BH2676(gntK)
BAN, BA_3428(gntK)
BAR, GBAA_3428(gntK)
BAT, BAS0163 BAS0164 BAS3177
BAH, BAMEG_0192 BAMEG_0193 BAMEG_1199(gntK) BAMEG_2320 BAMEG_2321
BAI, BAA_3462(gntK)
BAL, BACI_c02030(gntK) BACI_c33300
BCE, BC2223 BC3369
BCA, BCE_2302(gntK) BCE_3407(gntK)
BCZ, BCZK0155(gntK) BCZK3078(gntK)
BCR, BCAH187_A0206 BCAH187_A3409(gntK)
BCB, BCB4264_A2253(gntK1) BCB4264_A3384(gntK2)
BCU, BCAH820_0184 BCAH820_2298 BCAH820_2299 BCAH820_3397(gntK)
BCG, BCG9842_B1847(gntK_1) BCG9842_B3072(gntK_2)
BCQ, BCQ_0186(gntK) BCQ_3183(gntK)
BCX, BCA_0205 BCA_2355 BCA_3464(gntK)
BCY, Bcer98_1663
BTK, BT9727_0157(gntK) BT9727_2056(gntK) BT9727_2057(gntK) BT9727_3161(gntK)
BTL, BALH_0159(gntK) BALH_2034(gntK) BALH_3046
BTB, BMB171_C2000(gntK_2) BMB171_C3059(gntK_1)
BWE, BcerKBAB4_2093 BcerKBAB4_3102
BLI, BL00195(gntK)
BLD, BLi04287(gntK)
BAY, RBAM_031430(gntK)
BAO, BAMF_3265(gntK)
BAE, BATR1942_18015
BCL, ABC2000(gntK)
BPU, BPUM_3602(gntK)
BPF, BpOF4_01180
BMQ, BMQ_0753(gntK)
BMD, BMD_0754(gntK)
BCO, Bcell_2841
BCK, BCO26_0209
OIH, OB3189(gntK)
GKA, GK1941
GTN, GTNG_1836
GTH, Geoth_2314
GWC, GWCH70_1483
GYC, GYMC61_2781
GYA, GYMC52_1912
GCT, GC56T3_1582
GMC, GY4MC1_2228
SAU, SA2294(gntK)
SAV, SAV2506(gntK)
SAW, SAHV_2490(gntK)
SAH, SaurJH1_2581
SAJ, SaurJH9_2529
SAM, MW2424(gntK)
SAS, SAS2391
SAR, SAR2583(gntK)
SAC, SACOL2515(gntK)
SAX, USA300HOU_2493(gntK)
SAA, SAUSA300_2443(gntK)
SAO, SAOUHSC_02808
SAE, NWMN_2402(gntK)
SAD, SAAV_2571(gntK)
SAB, SAB2378c(gntK)
SEP, SE2045
SER, SERP2058(gntK)
SHA, SH0575(gntK)
SSP, SSP0411
SCA, Sca_1949(gntK)
SLG, SLGD_00507
SSD, SPSINT_1682
LMO, lmo2712
LMF, LMOf2365_2692
LMH, LMHCC_2823
LMC, Lm4b_02686
LMN, LM5578_0148
LMY, LM5923_0148
LIN, lin2860
LWE, lwe2664
LSG, lse_2625
LSP, Bsph_4718
ESI, Exig_2996
EAT, EAT1b_1223
MCL, MCCL_0406
BBE, BBR47_27310(gntK)
PJD, Pjdr2_1792 Pjdr2_3593
GYM, GYMC10_6344
PPY, PPE_00456(gntK1) PPE_04828(gntK2)
PPM, PPSC2_c0490 PPSC2_c5359
PMS, KNP414_00815(gntK)
AAC, Aaci_2812
LLA, L52019(gntK)
LLK, LLKF_2429(gntK)
LLC, LACR_2496
LLM, llmg_2468(gntK)
SUB, SUB0201
LPL, lp_1250(gntK)
LPJ, JDM1_1058(gntK)
LPS, LPST_C1014(gntK)
LJO, LJ0405
LJF, FI9785_423(gntK)
LAC, LBA0354
LAI, LAC30SC_01750
LSA, LSA0298(gntK)
LBR, LVIS_0143 LVIS_1585
LCA, LSEI_0228
LCB, LCABL_02280(gntK)
LCZ, LCAZH_0263
LGA, LGAS_0347
LRE, Lreu_0793 Lreu_0861
LRF, LAR_0763 LAR_0810
LRU, HMPREF0538_22054(gntK) HMPREF0538_22123(gntK2)
LHE, lhv_0375
LFE, LAF_1047
LRH, LGG_00275(gntK)
LRL, LC705_00266(gntK)
LCR, LCRIS_00354(gntK)
LAM, LA2_01830
LBH, Lbuc_1657 Lbuc_2106
LKE, WANG_0053
PPE, PEPE_1361
EFA, EF3235
MPS, MPTP_0886
OOE, OEOE_1421
LME, LEUM_0552
LCI, LCK_00463(gntK)
LKI, LKI_02710
LGS, LEGAS_1342(gntK)
LEC, LGMK_00265
CRN, CAR_c19320(gntK)
WKO, WKK_05810
CBK, CLL_A1310(gntK)
CLJ, CLJU_c11610
TEX, Teth514_1084
THX, Thet_1829
TPD, Teth39_0600
TIT, Thit_1744
TMT, Tmath_1724
TBO, Thebr_0618
TEP, TepRe1_1753
TTM, Tthe_1988 Tthe_2389
TXY, Thexy_2041
MPA, MAP1778c
MUL, MUL_2259
MVA, Mvan_5911
MGI, Mflv_0502
MAB, MAB_3635c
MMC, Mmcs_5328
MKM, Mkms_5417
MJL, Mjls_5707
MSP, Mspyr1_02610
MMI, MMAR_3018
ASD, AS9A_3492
CGL, NCgl2399(cgl2485) NCgl2905(cgl3008)
CGB, cg2732(gntV) cg3336(gntK)
CGT, cgR_2397 cgR_2896
CEF, CE2384 CE2840
CDI, DIP0254
CJK, jk0381(gntK)
CUR, cur_1607
CAR, cauri_0619(gntK)
CKP, ckrop_0168(gntK)
CPU, cpfrc_00140
CRD, CRES_0106(gntK)
CUL, CULC22_00187
NFA, nfa23660
RHA, RHA1_ro02362 RHA1_ro03300
RER, RER_02960(gntK) RER_53140(gntK)
ROP, ROP_20760(gntK) ROP_28420(gntK)
REQ, REQ_45530
GBR, Gbro_4571
TPR, Tpau_2124
SCO, SCO1679(SCI52.21)
SMA, SAV_1925(gntK1) SAV_6629(gntK2)
SGR, SGR_5822
SCB, SCAB_72951
CMI, CMM_2907(gntK)
MTS, MTES_2965
ART, Arth_3528
ACH, Achl_0473 Achl_1135
AAI, AARI_01600(gntK) AARI_15480
APN, Asphe3_11020 Asphe3_17230
RSA, RSal33209_2015
KRH, KRH_02490
BCV, Bcav_0365
BFA, Bfae_31020
JDE, Jden_2408
KSE, Ksed_11390
XCE, Xcel_0162
IVA, Isova_0726 Isova_2540
SKE, Sked_07740
CFL, Cfla_0786 Cfla_0876 Cfla_3198
CFI, Celf_3618
ICA, Intca_1535 Intca_2462
PAC, PPA0739
PFR, PFREUD_01040(gntK)
MPH, MLP_13350(gntK)
NCA, Noca_3722
KFL, Kfla_1214
TFU, Tfu_2114
NDA, Ndas_3640
TCU, Tcur_3878
FRE, Franean1_3301
FRI, FraEuI1c_5577
NML, Namu_4788
GOB, Gobs_2151
KRA, Krad_0597 Krad_3895
SEN, SACE_3356
SVI, Svir_24180
AMD, AMED_1163(gntK)
PDX, Psed_3572
AMI, Amir_0219
STP, Strop_2959
SAQ, Sare_3181
MAU, Micau_1068 Micau_4171
MIL, ML5_1317 ML5_4131
VMA, VAB18032_21175 VAB18032_25125
CAI, Caci_6828
SNA, Snas_5299
MCU, HMPREF0573_10635(gntK)
BLO, BL0620(gntK)
BLJ, BLD_1414(gntK2)
BLF, BLIF_0020
BLL, BLJ_0019
BLB, BBMN68_1351(gntK2)
BLM, BLLJ_0023
BAD, BAD_0199
BDE, BDP_0297
GVG, HMPREF0421_20297(aroK)
RXY, Rxyl_1675
SNG, SNE_A10830(c9orf103)
SSM, Spirs_0302
ABA, Acid345_0242
ACA, ACP_0310
ACM, AciX9_2070
TSA, AciPR4_1686
RMR, Rmar_0555
CPI, Cpin_0820
PSN, Pedsa_0400 Pedsa_2823
SHG, Sph21_4554
HHY, Halhy_1470 Halhy_1474
DFE, Dfer_4804
SLI, Slin_0411
RSI, Runsl_0656 Runsl_4492
RBI, RB2501_15974
ZPR, ZPR_2582
FBC, FB2170_13331
CAO, Celal_4254
KDI, Krodi_2487
OTE, Oter_0830
CYT, cce_1985
CYP, PCC8801_2577
CYC, PCC7424_4889
CYN, Cyan7425_0770
CYH, Cyan8802_3529
CYJ, Cyan7822_2624
GVI, gll2818
ANA, alr3086
NPU, Npun_R5331
AVA, Ava_4858
NAZ, Aazo_4429
TER, Tery_2732
AMR, AM1_4094(gntK)
RRS, RoseRS_3585
RCA, Rcas_4273
HAU, Haur_3436
TRO, trd_1323
STI, Sthe_1830
ATM, ANT_00180
DRA, DR_1910
DGE, Dgeo_2817
DDR, Deide_17801 Deide_1p01630
DMR, Deima_0913
TRA, Trad_0451 Trad_0658
MSV, Mesil_0983
AAE, aq_1484 aq_288
TMA, TM0443
TPT, Tpet_0477
TLE, Tlet_0048
TRQ, TRQ2_0492
TNA, CTN_0229
TNP, Tnap_0225
TTA, Theth_0068 Theth_1000 Theth_1753
PMO, Pmob_0441
DTU, Dtur_0196
NDE, NIDE3654(gntK)
TTR, Tter_0416
DKA, DKAM_1099
