Species, Gene
LPF, lpl0461(edd)
LPP, lpp0485(edd)
LPC, LPC_2925(edd)
LPA, lpa_00653
LLO, LLO_2805(edd)
MCA, MCA0037(edd)
MMT, Metme_2913
HCH, HCH_00433(edd)
CSA, Csal_0936
HEL, HELO_3628(edd)
MMW, Mmwyl1_1080
MME, Marme_3416
MPC, Mar181_2760
AHA, AHA_0288(edd)
ASA, ASA_4109(edd)
AVR, B565_0162
TAU, Tola_0228 Tola_0777 Tola_1795
NMA, NMA1610(edd)
NME, NMB1393(edd)
NMC, NMC1332(edd)
NMN, NMCC_1308(edd)
NMI, NMO_1235(edd)
NGO, NGO0714
NGK, NGK_1176
NLA, NLA_9250(edd)
CVI, CV_0144(edd)
RSO, RSp1560(edd)
RSL, RPSI07_mp1664(edd)
RPI, Rpic_4868
RPF, Rpic12D_3791
REU, Reut_A1081 Reut_B5330
REH, H16_A1178(edd1) H16_B2567(edd2)
RME, Rmet_1045(edd) Rmet_5802(edd1)
CTI, RALTA_A1158(edd) RALTA_B2297(edd)
CNC, CNE_1c11240(edd) CNE_2c24770(edd)
BMA, BMA2446(edd)
BMV, BMASAVP1_A0363(edd)
BML, BMA10229_A1221(edd)
BMN, BMA10247_2632(edd)
BPS, BPSL2932(edd)
BPM, BURPS1710b_3442(edd)
BPL, BURPS1106A_3442(edd)
BPD, BURPS668_3407(edd)
BPR, GBP346_A3587(edd)
BTE, BTH_I1217(edd)
BVI, Bcep1808_0628
BUR, Bcep18194_A3746
BCN, Bcen_0177
BCH, Bcen2424_0660
BCM, Bcenmc03_0627
BCJ, BCAL3367(edd)
BAM, Bamb_0555
BAC, BamMC406_0581
BMU, Bmul_2723
BMJ, BMULJ_00514(edd)
BXE, Bxe_A0589
BPH, Bphy_2580
BPY, Bphyt_3370
BGL, bglu_1g05520
BUG, BC1001_3013
BGE, BC1002_2636
BGF, BC1003_2950
BRH, RBRH_03174
BGD, bgla_1g05890
RFR, Rfer_2060
POL, Bpro_3551
PNA, Pnap_2986
AAV, Aave_2793
AJS, Ajs_2049
DIA, Dtpsy_1872
AAA, Acav_2467
VEI, Veis_2570
DAC, Daci_3765
DEL, DelCs14_3055
VAP, Vapar_3708
VPE, Varpa_4283
CTT, CtCNB1_3428
ADN, Alide_2654
ADK, Alide2_3010
RTA, Rta_11340(edd)
HAR, HEAR1086(edd)
MMS, mma_2311(edd)
HSE, Hsero_1100(edd)
LCH, Lcho_2919
TIN, Tint_0008
MFA, Mfla_0759
MMB, Mmol_1727
MEH, M301_2019
MEI, Msip34_1897
MEP, MPQ_1911
HPY, HP1100
HPJ, jhp1026(edd)
HPA, HPAG1_1038
HPS, HPSH_05650
HPG, HPG27_1041
HPP, HPP12_1065(edd)
HPB, HELPY_1069(edd)
HPL, HPB8_404
HPC, HPPC_05340
HPM, HPSJM_05430
HAC, Hac_0442(edd)
HMS, HMU04950(edd)
HFE, HFELIS_04920(edd)
HBI, HBZC1_13360
CJD, JJD26997_1271(edd)
ANT, Arnit_0216
HOH, Hoch_4430
MLO, mll6512
MCI, Mesci_2403
MOP, Mesop_2539
MES, Meso_0157
SME, SMc03068(edd)
SMK, Sinme_0395
SMD, Smed_0298
RHI, NGR_c03170
ATU, Atu0598(edd)
ARA, Arad_0942(edd)
AVI, Avi_0796(edd)
AGR, AGROH133_04041(edd)
RET, RHE_CH00702(edd)
REC, RHECIAT_CH0000783(edd)
RLE, RL0751(edd)
RLT, Rleg2_0361
RLG, Rleg_0393
BME, BMEII0511
BMI, BMEA_B0758(edd)
BMF, BAB2_0458
BMB, BruAb2_0452
BMC, BAbS19_II04330
BOV, BOV_A0730(edd)
BCS, BCAN_B0792(edd)
BMR, BMI_II773
OAN, Oant_3958
BHE, BH03930(edd)
BTR, Btr_0601(edd)
BGR, Bgr_04230(edd)
XAU, Xaut_1018 Xaut_1698
AZC, AZC_2424
SNO, Snov_3400
MEX, Mext_2007
MEA, Mex_1p1986(edd)
MDI, METDI2774(edd)
MRD, Mrad2831_3428
MET, M446_3524
MPO, Mpop_1963
MCH, Mchl_2284
BID, Bind_2868
MSL, Msil_1124
RVA, Rvan_3107
CCR, CC_2055
CCS, CCNA_02134(edd)
CAK, Caul_1440
CSE, Cseg_1375
PZU, PHZ_c3252(edd)
BSB, Bresu_1035
AEX, Astex_1952
SIL, SPO3032(edd)
SIT, TM1040_0376
RSH, Rsph17029_1303
RSQ, Rsph17025_1181
RSK, RSKD131_0957
RCP, RCAP_rcc02411(edd)
JAN, Jann_1953
RDE, RD1_2879(edd)
RLI, RLO149_c015610(edd)
PDE, Pden_1955
DSH, Dshi_1769(edd)
KVU, EIO_3349
MMR, Mmar10_2640
HNE, HNE_1740(edd)
HBA, Hbal_1546
ZMO, ZMO0368
ZMN, Za10_0872
ZMP, Zymop_0831
NAR, Saro_1895
NPP, PP1Y_AT6936
SAL, Sala_0191
SWI, Swit_1624 Swit_1727
SJP, SJA_C1-20870(edd)
SCH, Sphch_1089
ELI, ELI_00540
GOX, GOX0431
GBE, GbCGDNIH1_2043
ACR, Acry_0466
AMV, ACMV_05590(edd)
AZL, AZL_a09920(edd)
APB, SAR116_1988
MSM, MSMEG_0313(edd)
ASD, AS9A_3689
RHA, RHA1_ro02368(edd)
ROP, ROP_20820(edd)
TPR, Tpau_4208
NDA, Ndas_4741
TCU, Tcur_1742
SRO, Sros_3373
FRE, Franean1_7021 Franean1_7067
SEN, SACE_1740(edd)
SVI, Svir_27780
AMD, AMED_2349(edd)
AMI, Amir_1423
