Species, Gene
EOH, ECO103_0129(yadI) ECO103_0675(nagE) ECO103_1146(ptsG) ECO103_1666 ECO103_1669 ECO103_1761(malX) ECO103_1929(chbA) ECO103_1931(chbB) ECO103_2007(manX) ECO103_2567(gatB) ECO103_2568(gatA) ECO103_2642(fruA) ECO103_2644(fruB) ECO103_2908(ypdD) ECO103_2912(ypdH) ECO103_2936(crr) ECO103_2947(murP) ECO103_3238(srlE) ECO103_3239(srlB) ECO103_3512(cmtA) ECO103_3513(cmtB) ECO103_3878(agaV) ECO103_3881 ECO103_3885(agaB) ECO103_3951(ptsN) ECO103_4203 ECO103_4204 ECO103_4436(bglF) ECO103_4475(glvC) ECO103_4583(mtlA) ECO103_4627(frvA) ECO103_4628(frvB) ECO103_4704(ptsA) ECO103_4706(frwB) ECO103_4709(frwD) ECO103_4987(ulaB) ECO103_4988(ulaC) ECO103_5036(treB)
ECG, E2348C_0132(yadI) E2348C_0561(nagE) E2348C_1193(ptsG) E2348C_1706(malX) E2348C_1864(chbA) E2348C_1866(chbB) E2348C_1941(manX) E2348C_2238(gatB) E2348C_2239(gatA) E2348C_2313(fruA) E2348C_2315(fruB) E2348C_2576(fryA) E2348C_2603(crr) E2348C_2614(murP) E2348C_3041(scrA) E2348C_3184(cmtA) E2348C_3185(cmtB) E2348C_3417(agaV) E2348C_3420 E2348C_3424(agaB) E2348C_3483(ptsN) E2348C_3845(mtlA) E2348C_3925 E2348C_3926 E2348C_4032(bglF) E2348C_4132 E2348C_4203(frvB) E2348C_4204(frvA) E2348C_4260(ptsA) E2348C_4262(frwB) E2348C_4265(frwD) E2348C_4333 E2348C_4334 E2348C_4517(ulaB) E2348C_4518(ulaC) E2348C_4566(treB)
EOK, G2583_0133(yadI) G2583_0840(nagE) G2583_1092 G2583_1361 G2583_2015(malX) G2583_2182(chbA) G2583_2184(chbB) G2583_2266(manX) G2583_2625(gatB) G2583_2626(gatA) G2583_2710(fruA) G2583_2712(fruB) G2583_2916(fryA) G2583_2920(fryB) G2583_2949(crr) G2583_2960(murP) G2583_3351(srlE) G2583_3352(srlB) G2583_3363(ascF) G2583_3591(cmtA) G2583_3592(cmtB) G2583_3855(agaV) G2583_3858(agaF) G2583_3862(agaB) G2583_3929 G2583_4204 G2583_4205 G2583_4335(mtlA) G2583_4477(glvC) G2583_4703(frvB) G2583_4704(frvA) G2583_4759 G2583_4762(frwB) G2583_4765(frwD) G2583_4843(sorB) G2583_5021(ulaB) G2583_5022(ulaC) G2583_5069(treB)
ECC, c0158(yadI) c0335 c0336 c0755(nagE) c1373(ptsG) c1957 c1959 c2013(malX) c2135(celC) c2137(celA) c2223(manX) c2618(gatB) c2619(gatA) c2702(fruA) c2704(fruB) c2922 c2926 c2952(crr) c2962(murP) c3257(srlE) c3258(srlB) c3408 c3515(cmtA) c3516(cmtB) c3888(agaV) c3891 c3895(agaB) c3964(ptsN) c4277 c4278 c4416(mtlA) c4486 c4487 c4644(bglF) c4758 c4906(ptsA) c4908(frwB) c4912(frwD) c4984 c4985 c5283(sgaB) c5284(ptxA) c5339(treB)
ECP, ECP_0137 ECP_0691 ECP_1093 ECP_1565 ECP_1682 ECP_1684 ECP_1760 ECP_2131 ECP_2132 ECP_2207 ECP_2209 ECP_2409 ECP_2413 ECP_2441 ECP_2451(murP) ECP_2663 ECP_2664 ECP_2676 ECP_2752 ECP_2827 ECP_2926 ECP_2927(cmtB) ECP_3223 ECP_3226 ECP_3230 ECP_3292 ECP_3697 ECP_3759 ECP_3760 ECP_3921 ECP_4028 ECP_4161 ECP_4163 ECP_4166 ECP_4236 ECP_4237 ECP_4439 ECP_4440 ECP_4489
ECI, UTI89_C0142(yadI) UTI89_C0674(nagE) UTI89_C1228 UTI89_C1754 UTI89_C1756 UTI89_C1809(malX) UTI89_C1929(celC) UTI89_C1931(celA) UTI89_C2014(manX) UTI89_C2366(gatB) UTI89_C2367(gatA) UTI89_C2442(fruA) UTI89_C2444 UTI89_C2715 UTI89_C2719 UTI89_C2751(crr) UTI89_C2761(murP) UTI89_C3065(srlE) UTI89_C3066(srlB) UTI89_C3077(ascF) UTI89_C3215 UTI89_C3320(cmtA) UTI89_C3321(cmtB) UTI89_C3562(agaV) UTI89_C3565 UTI89_C3569(agaB) UTI89_C3640(ptsN) UTI89_C3970 UTI89_C3971 UTI89_C4000 UTI89_C4001 UTI89_C4137(mtlA) UTI89_C4206 UTI89_C4207 UTI89_C4273(bglF) UTI89_C4399 UTI89_C4538(ptsA) UTI89_C4540(frwB) UTI89_C4544(frwD) UTI89_C4586 UTI89_C4587 UTI89_C4794(sgaB) UTI89_C4795(sgaA) UTI89_C4844(treB) UTI89_C5022(pptE)
ECV, APECO1_1393(nagE) APECO1_182(ptsG) APECO1_1856(yadI) APECO1_2105(pptE) APECO1_2152(treB) APECO1_2449 APECO1_2450 APECO1_2514(frwD) APECO1_2519(ptsA) APECO1_2642 APECO1_2739(bglF) APECO1_2799 APECO1_2800 APECO1_2858(mtlA) APECO1_2970 APECO1_2971 APECO1_2997 APECO1_2998 APECO1_3231(ptsN) APECO1_3289(agaB) APECO1_3293(agaF) APECO1_3296(agaV) APECO1_3596(cmtB) APECO1_3597(cmtA) APECO1_3690 APECO1_3811(ascF) APECO1_3822(srlB) APECO1_3823(srlE) APECO1_4118(murP) APECO1_4128(crr) APECO1_4150(ypdH) APECO1_4154(ypdD) APECO1_4385 APECO1_4387(fruA) APECO1_4451(gatA) APECO1_4452(gatB) APECO1_652 APECO1_654 APECO1_704(malX) APECO1_805(celC) APECO1_807(celA) APECO1_874(manX)
ECX, EcHS_A0133 EcHS_A0723(nagE) EcHS_A0778 EcHS_A1223(ptsG) EcHS_A1618 EcHS_A1620 EcHS_A1696(malX) EcHS_A1820(chbB) EcHS_A1907(manX) EcHS_A2229(gatB) EcHS_A2230(gatA) EcHS_A2304(fruA) EcHS_A2306(fruB) EcHS_A2520(fryA) EcHS_A2524 EcHS_A2552(crr) EcHS_A2565(murP) EcHS_A2839(srlE) EcHS_A2840(srlB) EcHS_A2851(ascF) EcHS_A3090 EcHS_A3323(agaV) EcHS_A3326(agaF) EcHS_A3330(agaB) EcHS_A3397(ptsN) EcHS_A3806(mtlA) EcHS_A3894 EcHS_A3936(bglF) EcHS_A4127 EcHS_A4128 EcHS_A4182(ptsA) EcHS_A4184 EcHS_A4187 EcHS_A4438(ulaB) EcHS_A4439(ulaC) EcHS_A4494(treB)
ECW, EcE24377A_0131 EcE24377A_0705(nagE) EcE24377A_0757 EcE24377A_1222(ptsG) EcE24377A_1737 EcE24377A_1739 EcE24377A_1829(malX) EcE24377A_1957(chbA) EcE24377A_1959(chbB) EcE24377A_2045(manX) EcE24377A_2381(gatB) EcE24377A_2382(gatA) EcE24377A_2464(fruA) EcE24377A_2466(fruB) EcE24377A_2673(fryA) EcE24377A_2677 EcE24377A_2704(crr) EcE24377A_2715(murP) EcE24377A_2987(srlE) EcE24377A_2988(srlB) EcE24377A_3000(ascF) EcE24377A_3267(cmtA) EcE24377A_3268(cmtB) EcE24377A_3276 EcE24377A_3277 EcE24377A_3613(agaV) EcE24377A_3616(agaF) EcE24377A_3620(agaB) EcE24377A_3692(ptsN) EcE24377A_4098(mtlA) EcE24377A_4190 EcE24377A_4231(bglF) EcE24377A_4429 EcE24377A_4430 EcE24377A_4487(ptsA) EcE24377A_4489 EcE24377A_4493 EcE24377A_4755(ulaC) EcE24377A_4812(treB)
ECM, EcSMS35_0139 EcSMS35_0701(nagE) EcSMS35_0970(gatA) EcSMS35_0971(gatB) EcSMS35_1371(manX) EcSMS35_1453(chbB) EcSMS35_1455(chbA) EcSMS35_1578(malX) EcSMS35_1633 EcSMS35_1635 EcSMS35_2026(ptsG) EcSMS35_2314(fruA) EcSMS35_2316(fruB) EcSMS35_2535(fryA) EcSMS35_2539 EcSMS35_2572(crr) EcSMS35_2584(murP) EcSMS35_2826(srlE) EcSMS35_2827(srlB) EcSMS35_2839(ascF) EcSMS35_2907(scrA) EcSMS35_2961 EcSMS35_3075(cmtB) EcSMS35_3430(agaV) EcSMS35_3433(agaF) EcSMS35_3437(agaB) EcSMS35_3500(ptsN) EcSMS35_3767 EcSMS35_3768 EcSMS35_3932(mtlA) EcSMS35_3996 EcSMS35_4047 EcSMS35_4289 EcSMS35_4290 EcSMS35_4395(ptsA) EcSMS35_4397 EcSMS35_4401 EcSMS35_4479 EcSMS35_4480 EcSMS35_4665(ulaB) EcSMS35_4666(ulaC) EcSMS35_4721(treB) EcSMS35_4856(ptnE)
ECY, ECSE_0129 ECSE_0740 ECSE_0790 ECSE_1165 ECSE_1625 ECSE_1627 ECSE_1742 ECSE_1906 ECSE_1908 ECSE_1991 ECSE_2362 ECSE_2363 ECSE_2435 ECSE_2437 ECSE_2680 ECSE_2684 ECSE_2708 ECSE_2719(murP) ECSE_2951 ECSE_2952 ECSE_2963 ECSE_3201 ECSE_3202(cmtB) ECSE_3417 ECSE_3420 ECSE_3424 ECSE_3488 ECSE_3877 ECSE_3969 ECSE_4008 ECSE_4186 ECSE_4187 ECSE_4241 ECSE_4243 ECSE_4246 ECSE_4492 ECSE_4493 ECSE_4545
ECR, ECIAI1_0127(yadI) ECIAI1_0657(nagE) ECIAI1_0704(mngA) ECIAI1_1137(ptsG) ECIAI1_1548 ECIAI1_1550 ECIAI1_1672(malX) ECIAI1_1796(chbA) ECIAI1_1798(chbB) ECIAI1_1886(manX) ECIAI1_2167(gatB) ECIAI1_2168(gatA) ECIAI1_2247(fruA) ECIAI1_2249(fruB) ECIAI1_2449(ypdD) ECIAI1_2453(ypdH) ECIAI1_2475(crr) ECIAI1_2486(murP) ECIAI1_2795(srlE) ECIAI1_2796(srlB) ECIAI1_2807(ascF) ECIAI1_3058(cmtA) ECIAI1_3059(cmtB) ECIAI1_3066 ECIAI1_3067 ECIAI1_3281(agaV) ECIAI1_3284 ECIAI1_3288(agaB) ECIAI1_3352(ptsN) ECIAI1_3769(mtlA) ECIAI1_3861 ECIAI1_3902(bglF) ECIAI1_4104(frvB) ECIAI1_4105(frvA) ECIAI1_4156(ptsA) ECIAI1_4158(frwB) ECIAI1_4161(frwD) ECIAI1_4427(ulaB) ECIAI1_4428(ulaC) ECIAI1_4472(treB)
ECQ, ECED1_0134(yadI) ECED1_0660(nagE) ECED1_1244(ptsG) ECED1_1821(malX) ECED1_1938(chbA) ECED1_1940(chbB) ECED1_2020(manX) ECED1_2615(fruA) ECED1_2617(fruB) ECED1_2830(ypdD) ECED1_2834(ypdH) ECED1_2861(crr) ECED1_2871(murP) ECED1_3152(srlE) ECED1_3153(srlB) ECED1_3271 ECED1_3394(cmtA) ECED1_3395(cmtB) ECED1_3795(agaV) ECED1_3798 ECED1_3802(agaB) ECED1_3862(ptsN) ECED1_4281(mtlA) ECED1_4346 ECED1_4347 ECED1_4412(bglF) ECED1_4516(ptsG) ECED1_4653(ptsA) ECED1_4655(frwB) ECED1_4658(frwD) ECED1_4733 ECED1_4734 ECED1_4981(ulaB) ECED1_4982(ulaC) ECED1_5002(ptsG) ECED1_5095(treB)
ECK, EC55989_0123(yadI) EC55989_0665(nagE) EC55989_0714(mngA) EC55989_1213(ptsG) EC55989_1670 EC55989_1672 EC55989_1788(malX) EC55989_1904(chbA) EC55989_1906(chbB) EC55989_1990(manX) EC55989_2347(gatB) EC55989_2348(gatA) EC55989_2420(fruA) EC55989_2422(fruB) EC55989_2679(ypdD) EC55989_2683(ypdH) EC55989_2707(crr) EC55989_2718(murP) EC55989_2965(srlE) EC55989_2966(srlB) EC55989_2977(ascF) EC55989_3225(cmtA) EC55989_3226(cmtB) EC55989_3551(agaV) EC55989_3554 EC55989_3558(agaB) EC55989_3622(ptsN) EC55989_4063(mtlA) EC55989_4152 EC55989_4192(bglF) EC55989_4377(frvB) EC55989_4378(frvA) EC55989_4430(ptsA) EC55989_4432(frwB) EC55989_4435(frwD) EC55989_4751(ulaB) EC55989_4752(ulaC) EC55989_4798(treB) EC55989_4917(ptsG) EC55989_4926(vpeA) EC55989_4927(vpeB)
ECT, ECIAI39_0129(yadI) ECIAI39_0636(nagE) ECIAI39_0923(gatA) ECIAI39_0924(gatB) ECIAI39_1235(manX) ECIAI39_1316(chbB) ECIAI39_1318(chbA) ECIAI39_1436(malX) ECIAI39_1831 ECIAI39_1833 ECIAI39_2060(ptsG) ECIAI39_2307(fruA) ECIAI39_2309(fruB) ECIAI39_2532(ypdH) ECIAI39_2563(crr) ECIAI39_2574(murP) ECIAI39_2889(srlE) ECIAI39_2890(srlB) ECIAI39_2901(ascF) ECIAI39_2965 ECIAI39_3036(frwD) ECIAI39_3039(frwB) ECIAI39_3041(ptsA) ECIAI39_3098(frvA) ECIAI39_3099(frvB) ECIAI39_3351(cmtA) ECIAI39_3352(cmtB) ECIAI39_3632(agaV) ECIAI39_3635 ECIAI39_3639(agaB) ECIAI39_3699(ptsN) ECIAI39_3964 ECIAI39_3965 ECIAI39_4114(mtlA) ECIAI39_4183 ECIAI39_4184 ECIAI39_4285 ECIAI39_4415 ECIAI39_4416 ECIAI39_4659(ulaB) ECIAI39_4660(ulaC) ECIAI39_4715(treB)
EUM, ECUMN_0127(yadI) ECUMN_0764(nagE) ECUMN_1051 ECUMN_1279(ptsG) ECUMN_1911(malX) ECUMN_2025(chbA) ECUMN_2027(chbB) ECUMN_2109(manX) ECUMN_2425(gatB) ECUMN_2426(gatA) ECUMN_2503(fruA) ECUMN_2505(fruB) ECUMN_2713(ypdD) ECUMN_2717(ypdH) ECUMN_2739(crr) ECUMN_2750(murP) ECUMN_2959 ECUMN_2960(srlE) ECUMN_2966(ptsG) ECUMN_3024(srlE) ECUMN_3025(srlB) ECUMN_3037(ascF) ECUMN_3282(cmtA) ECUMN_3283(cmtB) ECUMN_3615(agaV) ECUMN_3618 ECUMN_3622(agaB) ECUMN_3684(ptsN) ECUMN_3964 ECUMN_3965 ECUMN_4110(mtlA) ECUMN_4214 ECUMN_4479(ptsA) ECUMN_4481(frwB) ECUMN_4484(frwD) ECUMN_4551 ECUMN_4552 ECUMN_4727(ulaB) ECUMN_4728(ulaC) ECUMN_4773(treB) ECUMN_4901(sgcA) ECUMN_4904(sgcB)
ECZ, ECS88_0139(yadI) ECS88_0704(nagE) ECS88_1115(ptsG) ECS88_1611 ECS88_1613 ECS88_1668(malX) ECS88_1788(chbA) ECS88_1790(chbB) ECS88_1869(manX) ECS88_2235(gatB) ECS88_2236(gatA) ECS88_2315(fruA) ECS88_2317(fruB) ECS88_2578(ypdD) ECS88_2582(ypdH) ECS88_2607(crr) ECS88_2617(murP) ECS88_2966(srlE) ECS88_2967(srlB) ECS88_2978(ascF) ECS88_3110 ECS88_3214(cmtA) ECS88_3215(cmtB) ECS88_3519(agaV) ECS88_3522 ECS88_3526(agaB) ECS88_3587(ptsN) ECS88_3858 ECS88_3859 ECS88_3886 ECS88_3887 ECS88_4012(mtlA) ECS88_4077 ECS88_4078 ECS88_4144(bglF) ECS88_4263(ptsG) ECS88_4403(ptsA) ECS88_4405(frwB) ECS88_4408(frwD) ECS88_4491 ECS88_4492 ECS88_4780(ulaB) ECS88_4781(ulaC) ECS88_4830(treB) ECS88_4913(sgcA) ECS88_4916(sgcB)
ECL, EcolC_0020 EcolC_0113 EcolC_0496 EcolC_0560 EcolC_0564 EcolC_0567 EcolC_0777(cmtB) EcolC_0778 EcolC_0997 EcolC_1008 EcolC_1009 EcolC_1250(murP) EcolC_1261 EcolC_1282 EcolC_1286 EcolC_1479 EcolC_1481 EcolC_1553 EcolC_1554 EcolC_1640 EcolC_1641 EcolC_1645 EcolC_1646 EcolC_1894 EcolC_1896 EcolC_2500 EcolC_2925 EcolC_2977 EcolC_3530 EcolC_3771 EcolC_3818 EcolC_3819 EcolC_4063 EcolC_4066 EcolC_4068 EcolC_4117 EcolC_4118 EcolC_4272
EBR, ECB_00128(yadI) ECB_00636(nagE) ECB_00690(hrsA) ECB_01097(ptsG) ECB_01590(malX) ECB_01705(celC) ECB_01707(celA) ECB_01787(manX) ECB_02019(gatB) ECB_02020(gatA) ECB_02096(fruA) ECB_02098(fruB) ECB_02293(ypdD) ECB_02297(ypdH) ECB_02317(crr) ECB_02329(murP) ECB_02553(srlE) ECB_02554(srlB) ECB_02565(ascF) ECB_02763(cmtA) ECB_02764(cmtB) ECB_02998(agaV) ECB_03001(agaF) ECB_03005(agaB) ECB_03069(ptsN) ECB_03454(mtlA) ECB_03566(glvBC) ECB_03606(bglF) ECB_03784(frvB) ECB_03785(frvA) ECB_03833(ptsA) ECB_03835(frwB) ECB_03838(frwD) ECB_04061(sgaB) ECB_04062(ptxA) ECB_04108(treB) ECB_04167(sgcA) ECB_04170(sgcB)
EBD, ECBD_0020 ECBD_0129 ECBD_0538 ECBD_0602 ECBD_0606 ECBD_0609 ECBD_0805(cmtB) ECBD_0806 ECBD_1010 ECBD_1021 ECBD_1022 ECBD_1252(murP) ECBD_1264 ECBD_1285 ECBD_1289 ECBD_1489 ECBD_1491 ECBD_1563 ECBD_1564 ECBD_1824 ECBD_1907 ECBD_1909 ECBD_2024 ECBD_2500 ECBD_2930 ECBD_2983 ECBD_3490 ECBD_3734 ECBD_3737 ECBD_3793 ECBD_3839 ECBD_3840 ECBD_4071 ECBD_4074 ECBD_4076 ECBD_4125 ECBD_4126 ECBD_4310
EFE, EFER_0150(yadI) EFER_0362(ascF) EFER_0743(murP) EFER_0755(crr) EFER_0781(ypdH) EFER_0785(ypdD) EFER_0866 EFER_0867 EFER_1259(manX) EFER_1329(chbB) EFER_1331(chbA) EFER_1826(ptsG) EFER_2254(fruA) EFER_2256(fruB) EFER_2373(mngA) EFER_2430(nagE) EFER_2864(cmtA) EFER_2865(cmtB) EFER_3181(ptsN) EFER_3471 EFER_3472 EFER_3590(mtlA) EFER_3810(frwD) EFER_3813(frwB) EFER_3815(ptsA) EFER_3872(frvA) EFER_3873(frvB) EFER_3956 EFER_3959 EFER_3978 EFER_4020(bglF) EFER_4080 EFER_4081 EFER_4247(ulaB) EFER_4248(ulaC) EFER_4322(treB) EFER_4353(agaB) EFER_4357 EFER_4360(agaV)
STY, STY0196(yadI) STY0723(nagE) STY0918 STY1242(ptsG) STY1448 STY1451 STY1799(celC) STY1801(celA) STY1959(manX) STY2439(fruA) STY2442(fruB) STY2573 STY2574 STY2670(crr) STY2816 STY2954(srlE) STY2955(srlB) STY3437 STY3441(gatA) STY3442(gatB) STY3501(ptsN) STY3925 STY3998 STY3999 STY4013 STY4014 STY4111(mtlA) STY4740(sgaB) STY4741(sgaA) STY4794(treB)
STT, t0179(yadI) t0287 t0424(crr) t0520 t0521 t0650(fruB) t0651(fruA) t1048(manX) t1191(celA) t1193(celC) t1522 t1525 t1717(ptsG) t2011 t2190(nagE) t2734(srlE) t2735(srlB) t3175 t3178(gatA) t3179(gatB) t3239(ptsN) t3665 t3734 t3735 t3746 t3747 t3834(mtlA) t4435(sgaB) t4436(sgaA) t4489(treB)
STM, STM0178(yadI) STM0576 STM0577 STM0685(nagE) STM0885 STM1203(ptsG) STM1312(celA) STM1314(celC) STM1613 STM1616 STM1830(manX) STM2204(fruA) STM2206(fruF) STM2343 STM2344 STM2433(crr) STM2570 STM2750 STM2751 STM2752 STM2758 STM2833(srlE) STM2834(slrB) STM3255 STM3258 STM3259 STM3322(ptsN) STM3685(mtlA) STM3771 STM3772 STM3783 STM3784 STM3858 STM4110(ptsA) STM4113(frwB) STM4116(frwD) STM4384(sgaB) STM4385(ptxA) STM4535 STM4536
SPT, SPA0177(yadI) SPA0295 SPA0432(crr) SPA0520 SPA0521 SPA0645(fruB) SPA0647(fruA) SPA1043(manX) SPA1253(sgcA) SPA1256 SPA1530(celC) SPA1532(celA) SPA1648(ptsG) SPA1877 SPA2056(nagE) SPA2691(srlE) SPA2692(srlB) SPA3124 SPA3127(gatA) SPA3128(gatB) SPA3189(ptsN) SPA3536(mtlA) SPA3621 SPA3622 SPA3633 SPA3634 SPA4201(sgaB) SPA4202(sgaA) SPA4255(treB)
