#
#  ecocyc 14.6 Reactions link table generated on Mon Dec 6, 2010
#
UGD-RXN	1.1.1.22
YIAE1-RXN	1.1.1.-
YIAE2-RXN	1.1.1.-
MALOX-RXN	1.1.3.3
RXN0-5364	1.1.3.15
GLUCDEHYDROG-RXN	1.1.5.2
GLYC3PDEHYDROG-RXN	1.1.5.3
MALATE-DEHYDROGENASE-ACCEPTOR-RXN	1.1.5.4
RXN0-6371	1.1.5.-
CHD-RXN	1.1.99.1
GLYCOLATEDEHYDRO-RXN	1.1.99.14
RXN-8645	1.1.99.2
RXN0-3281	1.1.99.33
CATAL-RXN	1.11.1.6
GLUTATHIONE-PEROXIDASE-RXN	1.11.1.9
PEROXID-RXN	1.11.1.7
RXN0-267	1.11.1.-
RXN0-5468	1.11.1.15
HYDROG-RXN	1.12.7.2
1.13.11.16-RXN	1.13.11.16
QUERCETIN-23-DIOXYGENASE-RXN	1.13.11.24
RXN0-299	1.14.11.17
HCAMULTI-RXN	1.14.12.19
R621-RXN	1.14.12.17
MHPHYDROXY-RXN	1.14.13.-
RXN0-2042	1.14.13.-
RXN0-280	1.14.14.5
2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN	1.14.14.-
RXN-8389	1.14.99.-
SUPEROX-DISMUT-RXN	1.15.1.1
R170-RXN	1.16.1.-
RXN0-1483	1.16.3.1
RXN0-2945	1.16.3.-
ISPH2-RXN	1.17.1.2
RXN-7682	1.17.1.4
RXN0-884	1.17.1.2
RXN0-901	1.17.1.4
ADPREDUCT-RXN	1.17.4.1
CDPREDUCT-RXN	1.17.4.1
GDPREDUCT-RXN	1.17.4.1
RIBONUCLEOSIDE-DIP-REDUCTI-RXN	1.17.4.1
RIBONUCLEOSIDE-DIP-REDUCTII-RXN	1.17.4.-
RXN0-1	1.17.4.-
RXN0-722	1.17.4.-
RXN0-747	1.17.4.-
RXN0-748	1.17.4.-
UDPREDUCT-RXN	1.17.4.1
RXN0-882	1.17.7.1
FERREDOXIN--NAD+-REDUCTASE-RXN	1.18.1.3
FLAVONADPREDUCT-RXN	1.18.1.2
RXN0-2721	1.18.1.-
ACETALD-DEHYDROG-RXN	1.2.1.10
ALDEHYDE-DEHYDROGENASE-NADP+-RXN	1.2.1.4
AMINOBUTDEHYDROG-RXN	1.2.1.19
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	1.2.1.11
BADH-RXN	1.2.1.8
ERYTH4PDEHYDROG-RXN	1.2.1.72
GAPOXNPHOSPHN-RXN	1.2.1.12
GLUTRNAREDUCT-RXN	1.2.1.70
GLUTSEMIALDEHYDROG-RXN	1.2.1.41
GLYCOLALD-DEHYDROG-RXN	1.2.1.21
LACTALDDEHYDROG-RXN	1.2.1.22
N-ACETYLGLUTPREDUCT-RXN	1.2.1.38
PHENDEHYD-RXN	1.2.1.39
PYRUVDEH-RXN	1.2.1.-
RXN0-3922	1.2.1.-
RXN0-3962	1.2.1.4
RXN0-5455	1.2.1.-
SUCCGLUALDDEHYD-RXN	1.2.1.71
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	1.2.1.24
SUCCSEMIALDDEHYDROG-RXN	1.2.1.79
PYRUVOXID-RXN	1.2.2.2
2OXOGLUTDECARB-RXN	1.2.4.2
PYRUVATEDECARB-RXN	1.2.4.1
RXN0-1134	1.2.4.1
RXN0-1144	1.2.4.2
PYRUFLAVREDUCT-RXN	1.2.7.1
RXN0-6126	1.2.7.5
RXN-982	1.20.4.1
1.3.1.2-RXN	1.3.1.2
DHBDEHYD-RXN	1.3.1.28
DIENOYLCOAREDUCT-RXN	1.3.1.34
DIHYDROPICRED-RXN	1.3.1.26
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN	1.3.1.1
DIMETHUROPORDEHYDROG-RXN	1.3.1.76
ENOYL-ACP-REDUCT-NADH-RXN	1.3.1.9
ENOYL-ACP-REDUCT-NADPH-RXN	1.3.1.10
PHENPRODIOLDEHYDROG-RXN	1.3.1.-
PREPHENATEDEHYDROG-RXN	1.3.1.12
RXN-10657	1.3.1.10
RXN-10661	1.3.1.10
RXN-11478	1.3.1.10
RXN-11482	1.3.1.10
RXN-9657	1.3.1.9
RXN-9658	1.3.1.9
RXN-9659	1.3.1.9
RXN-9660	1.3.1.9
RXN-9661	1.3.1.9
RXN-9662	1.3.1.9
RXN-9663	1.3.1.9
RXN0-2145	1.3.1.10
TRANSENOYLCOARED-RXN	1.3.1.38
PROTOPORGENOXI-RXN	1.3.3.4
RXN0-1461	1.3.3.3
RXN0-6259	1.3.5.3
ACYLCOADEHYDROG-RXN	1.3.99.3
CROBETREDUCT-RXN	1.3.99.-
HEMN-RXN	1.3.99.22
RXN-11319	1.3.99.-
RXN0-2301	1.3.99.10
GLUTAMATESYN-RXN	1.4.1.13
GLUTDEHYD-RXN	1.4.1.4
AMACETOXID-RXN	1.4.3.21
AMINEOXID-RXN	1.4.3.21
AMINEPHEN-RXN	1.4.3.21
L-ASPARTATE-OXID-RXN	1.4.3.16
PMPOXI-RXN	1.4.3.5
PNPOXI-RXN	1.4.3.5
RXN-9597	1.4.3.21
RXN-9772	1.4.3.16
GCVP-RXN	1.4.4.2
DALADEHYDROG-RXN	1.4.5.-
RXN-11193	1.4.5.1
1.5.1.20-RXN	1.5.1.20
1.5.1.34-RXN	1.5.1.34
DIHYDROFOLATEREDUCT-RXN	1.5.1.3
FMNREDUCT-RXN	1.5.1.29
METHYLENETHFDEHYDROG-NADP-RXN	1.5.1.5
NADPH-DEHYDROGENASE-FLAVIN-RXN	1.5.1.30
PYRROLINECARBDEHYDROG-RXN	1.5.1.12
PYRROLINECARBREDUCT-RXN	1.5.1.2
RXN0-6367	1.5.1.-
RXN0-301	1.5.3.2
RXN-821	1.5.99.8
PYRNUTRANSHYDROGEN-RXN	1.6.1.1
TRANS-RXN0-277	1.6.1.2
NQOR-RXN	1.6.5.2
QOR-RXN	1.6.5.5
RXN0-5387	1.6.5.-
TMAOREDUCT-RXN	1.6.6.9
NADH-DEHYDROGENASE-QUINONE-RXN	1.6.99.5
RXN0-271	1.6.99.6
GMP-REDUCT-RXN	1.7.1.7
RXN0-4022	1.7.1.13
RXN0-5375	1.7.1.6
RXN0-6377	1.7.1.4
1.7.2.3-RXN	1.7.2.3
RXN0-5198	1.7.2.2
HYDROXYLAMINE-REDUCTASE-RXN	1.7.99.1
NITRIC-OXIDE-REDUCTASE-RXN	1.7.99.7
1.8.1.4-RXN	1.8.1.4
GLUTATHIONE-REDUCT-NADPH-RXN	1.8.1.7
R4-RXN	1.8.1.-
RXN-7716	1.8.1.4
RXN-8629	1.8.1.4
RXN0-1132	1.8.1.4
SULFITE-REDUCT-RXN	1.8.1.2
THIOREDOXIN-REDUCT-NADPH-RXN	1.8.1.9
1.8.4.12-RXN	1.8.4.12
1.8.4.13-RXN	1.8.4.13
1.8.4.14-RXN	1.8.4.14
1.8.4.8-RXN	1.8.4.8
PRODISULFREDUCT-A-RXN	1.8.4.2
RXN-8668	1.8.4.11
SULFITE-REDUCTASE-FERREDOXIN-RXN	1.8.7.1
1.97.1.4-A-RXN	1.97.1.4
RNTRACTIV-RXN	1.97.1.-
RXN0-2101	1.97.1.9
TDCEACT1-RXN	1.97.1.4
RXN0-5061	2.-.-.-
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	2.1.1.-
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	2.1.1.-
2.1.1.34-RXN	2.1.1.34
2.1.1.61-RXN	2.1.1.61
2.1.1.63-RXN	2.1.1.63
2.1.1.72-RXN	2.1.1.72
2.1.1.77-RXN	2.1.1.77
2.1.1.79-RXN	2.1.1.79
ADOMET-DMK-METHYLTRANSFER-RXN	2.1.1.163
CHER-RXN	2.1.1.80
CHERTAPM-RXN	2.1.1.-
CHERTARM-RXN	2.1.1.-
CHERTRGM-RXN	2.1.1.-
CHERTSRM-RXN	2.1.1.-
DHHB-METHYLTRANSFER-RXN	2.1.1.64
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN	2.1.1.37
HOMOCYSMET-RXN	2.1.1.14
HOMOCYSMETB12-RXN	2.1.1.13
HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN	2.1.1.10
MMUM-RXN	2.1.1.10
RXN-11475	2.1.1.-
RXN-11573	2.1.1.187
RXN-11574	2.1.1.173
RXN-11576	2.1.1.172
RXN-11578	2.1.1.170
RXN-11586	2.1.1.192
RXN-11588	2.1.1.185
RXN-11589	2.1.1.186
RXN-11591	2.1.1.176
RXN-11592	2.1.1.177
RXN-11593	2.1.1.178
RXN-11596	2.1.1.181
RXN-11598	2.1.1.193
RXN-11600	2.1.1.189
RXN-11601	2.1.1.190
RXN-11602	2.1.1.191
RXN-11633	2.1.1.182
RXN-11635	2.1.1.174
RXN-11637	2.1.1.-
RXN-11638	2.1.1.-
RXN-11845	2.1.1.166
RXN-7605	2.1.1.-
RXN-8675	2.1.1.107
RXN0-2441	2.1.1.144
RXN0-5063	2.1.1.-
RXN0-5143	2.1.1.-
RXN0-5144	2.1.1.61
RXN0-5194	2.1.1.-
RXN0-5311	2.1.1.-
RXN0-5437	2.1.1.-
RXN0-6515	2.1.1.171
THYMIDYLATESYN-RXN	2.1.1.45
TRNA-ADENINE-N6--METHYLTRANSFERASE-RXN	2.1.1.55
TRNA-GUANINE-N1--METHYLTRANSFERASE-RXN	2.1.1.31
TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	2.1.1.33
TRNA-URACIL-5--METHYLTRANSFERASE-RXN	2.1.1.35
UROPORIIIMETHYLTRANSA-RXN	2.1.1.107
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	2.1.2.11
AICARTRANSFORM-RXN	2.1.2.3
GART-RXN	2.1.2.2
GARTRANSFORMYL2-RXN	2.1.2.-
GCVT-RXN	2.1.2.10
GLYOHMETRANS-RXN	2.1.2.1
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN	2.1.2.9
RXN0-1862	2.1.2.13
ASPCARBTRANS-RXN	2.1.3.2
ORNCARBAMTRANSFER-RXN	2.1.3.3
OXAMATE-CARBAMOYLTRANSFERASE-RXN	2.1.3.5
RXN0-6435	2.1.3.-
1TRANSKETO-RXN	2.2.1.1
2.5.1.64-RXN	2.2.1.9
2TRANSKETO-RXN	2.2.1.1
ACETOLACTSYN-RXN	2.2.1.6
ACETOOHBUTSYN-RXN	2.2.1.6
DXS-RXN	2.2.1.7
TRANSALDOL-RXN	2.2.1.2
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	2.3.1.51
2.3.1.118-RXN	2.3.1.118
2.3.1.128-RXN	2.3.1.128
2.3.1.157-RXN	2.3.1.157
2.3.1.179-RXN	2.3.1.179
2.3.1.180-RXN	2.3.1.180
3-OXOACYL-ACP-SYNTH-BASE-RXN	2.3.1.41
3-OXOACYL-ACP-SYNTH-RXN	2.3.1.41
7KAPSYN-RXN	2.3.1.47
ACETYL-COA-ACETYLTRANSFER-RXN	2.3.1.9
ACP-S-ACETYLTRANSFER-RXN	2.3.1.38
ACYLGPEACYLTRANS-RXN	2.3.1.40
AKBLIG-RXN	2.3.1.29
ARGININE-N-SUCCINYLTRANSFERASE-RXN	2.3.1.109
DIAMACTRANS-RXN	2.3.1.57
DIHYDLIPACETRANS-RXN	2.3.1.12
GALACTOACETYLTRAN-RXN	2.3.1.18
HOMSUCTRAN-RXN	2.3.1.46
KETOACYLCOATHIOL-RXN	2.3.1.16
KETOBUTFORMLY-RXN	2.3.1.-
LAUROYLACYLTRAN-RXN	2.3.1.-
MALONYL-ACPDECARBOX-RXN	2.3.1.-
MALONYL-COA-ACP-TRANSACYL-RXN	2.3.1.39
MALTACETYLTRAN-RXN	2.3.1.79
MYRISTOYLACYLTRAN-RXN	2.3.1.-
MYRPALMTRAN-RXN	2.3.1.-
N-ACETYLTRANSFER-RXN	2.3.1.1
PALMITOTRANS-RXN	2.3.1.-
PHOSACETYLTRANS-RXN	2.3.1.8
PTAALT-RXN	2.3.1.-
PYRUVFORMLY-RXN	2.3.1.54
RXN-10462	2.3.1.15
RXN-10654	2.3.1.41
RXN-10658	2.3.1.41
RXN-11474	2.3.1.180
RXN-11479	2.3.1.41
RXN-11484	2.3.1.47
RXN-1381	2.3.1.15
RXN-1623	2.3.1.51
RXN-3641	2.3.1.174
RXN-9516	2.3.1.41
RXN-9523	2.3.1.41
RXN-9527	2.3.1.41
RXN-9531	2.3.1.41
RXN-9535	2.3.1.41
RXN-9539	2.3.1.41
RXN0-1133	2.3.1.12
RXN0-1147	2.3.1.61
RXN0-5231	2.3.1.-
RXN0-5418	2.3.1.-
RXN0-5514	2.3.1.51
RXN0-6512	2.3.1.16
RXN0-947	2.3.1.181
SERINE-O-ACETTRAN-RXN	2.3.1.30
SPERMACTRAN-RXN	2.3.1.57
TDPFUCACTRANS-RXN	2.3.1.-
TETHYDPICSUCC-RXN	2.3.1.117
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN	2.3.1.191
UDPNACETYLGLUCOSAMACYLTRANS-RXN	2.3.1.129
GAMMA-GLUTAMYLTRANSFERASE-RXN	2.3.2.2
LEUCYLTRANSFERASE-RXN	2.3.2.6
2-ISOPROPYLMALATESYN-RXN	2.3.3.13
2-METHYLCITRATE-SYNTHASE-RXN	2.3.3.5
CITSYN-RXN	2.3.3.1
HYDGLUTSYN-RXN	2.3.3.11
MALSYN-RXN	2.3.3.9
RXN0-5118	2.4.-.-
RXN0-5122	2.4.-.-
2.4.1.129-RXN	2.4.1.129
2.4.1.58-RXN	2.4.1.58
AMYLOMALT-RXN	2.4.1.25
FUC4NACTRANS-RXN	2.4.1.-
GLCNACPTRANS-RXN	2.7.8.-
GLYCOGEN-BRANCH-RXN	2.4.1.18
GLYCOGENSYN-RXN	2.4.1.21
GLYCOPHOSPHORYL-RXN	2.4.1.1
LIPIDADISACCHARIDESYNTH-RXN	2.4.1.182
NACGLCTRANS-RXN	2.4.1.227
RXN0-5120	2.4.1.58
RXN0-5124	2.4.1.44
RXN0-5125	2.4.1.44
RXN0-5126	2.4.1.58
RXN0-5127	2.4.-.-
RXN0-5182	2.4.1.1
RXN0-5184	2.4.1.1
RXN0-5210	2.4.1.-
RXN0-5405	2.4.1.129
TREHALOSE6PSYN-RXN	2.4.1.15
UDPMANACATRANS-RXN	2.4.1.-
ADENPHOSPHOR-RXN	2.4.2.1
ADENPRIBOSYLTRAN-RXN	2.4.2.7
ATPPHOSPHORIBOSYLTRANS-RXN	2.4.2.17
DEOXYADENPHOSPHOR-RXN	2.4.2.1
DEOXYGUANPHOSPHOR-RXN	2.4.2.1
DEOXYINOPHOSPHOR-RXN	2.4.2.1
DEOXYURIDINE-PHOSPHORYLASE-RXN	2.4.2.23
DMBPPRIBOSYLTRANS-RXN	2.4.2.21
GLUTAMIDOTRANS-RXN	2.4.2.-
GUANPRIBOSYLTRAN-RXN	2.4.2.8
HYPOXANPRIBOSYLTRAN-RXN	2.4.2.8
INOPHOSPHOR-RXN	2.4.2.1
NICOTINATEPRIBOSYLTRANS-RXN	2.4.2.11
OROPRIBTRANS-RXN	2.4.2.10
PNP-RXN	2.4.2.1
PRPPAMIDOTRANS-RXN	2.4.2.14
PRTRANS-RXN	2.4.2.18
QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN	2.4.2.29
QUINOPRIBOTRANS-RXN	2.4.2.19
RXN0-2001	2.4.2.43
RXN0-5199	2.4.2.1
THYM-PHOSPH-RXN	2.4.2.4
URACIL-PRIBOSYLTRANS-RXN	2.4.2.9
URPHOS-RXN	2.4.2.3
XANPRIBOSYLTRAN-RXN	2.4.2.22
XANTHOSINEPHOSPHORY-RXN	2.4.2.1
KDOTRANS-RXN	2.4.99.12
KDOTRANS2-RXN	2.4.99.13
2.5.1.19-RXN	2.5.1.19
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN	2.5.1.39
ACSERLY-RXN	2.5.1.47
BTUR2-RXN	2.5.1.17
COBALADENOSYLTRANS-RXN	2.5.1.17
DAHPSYN-RXN	2.5.1.54
DMK-RXN	2.5.1.74
FPPSYN-RXN	2.5.1.10
GPPSYN-RXN	2.5.1.1
GST-RXN	2.5.1.18
H2PTEROATESYNTH-RXN	2.5.1.15
HEMEOSYN-RXN	2.5.1.-
KDO-8PSYNTH-RXN	2.5.1.55
LUMAZINESYN-RXN	2.5.1.78
METBALT-RXN	2.5.1.48
O-SUCCHOMOSERLYASE-RXN	2.5.1.48
OHMETHYLBILANESYN-RXN	2.5.1.61
QUINOLINATE-SYNTHA-RXN	2.5.1.72
RIBOFLAVIN-SYN-RXN	2.5.1.9
RXN-8992	2.5.1.90
RXN-8999	2.5.1.31
RXN0-6274	2.5.1.75
RXN0-6442	2.5.1.-
S-ADENMETSYN-RXN	2.5.1.6
SPERMIDINESYN-RXN	2.5.1.16
THI-P-SYN-RXN	2.5.1.3
UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN	2.5.1.7
2.6.1.7-RXN	2.6.1.7
ACETYLORNTRANSAM-RXN	2.6.1.11
ALANINE-AMINOTRANSFERASE-RXN	2.6.1.2
ASPAMINOTRANS-RXN	2.6.1.1
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	2.6.1.42
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	2.6.1.42
DAPASYN-RXN	2.6.1.62
DIAMTRANSAM-RXN	2.6.1.29
GABATRANSAM-RXN	2.6.1.19
HISTAMINOTRANS-RXN	2.6.1.9
L-GLN-FRUCT-6-P-AMINOTRANS-RXN	2.6.1.16
PABASYN-RXN	2.6.1.85
PHEAMINOTRANS-RXN	2.6.1.57
PSERTRANSAM-RXN	2.6.1.52
PSERTRANSAMPYR-RXN	2.6.1.52
PUTTRANSAM-RXN	2.6.1.82
PYRDAMPTRANS-RXN	2.6.1.54
PYROXALTRANSAM-RXN	2.6.1.31
R15-RXN	2.6.1.5
RFFTRANS-RXN	2.6.1.-
RXN0-1863	2.6.1.87
RXN0-5200	2.6.1.-
SUCCINYLDIAMINOPIMTRANS-RXN	2.6.1.17
SUCCORNTRANSAM-RXN	2.6.1.81
TYRAMINOTRANS-RXN	2.6.1.57
VALINE-PYRUVATE-AMINOTRANSFER-RXN	2.6.1.66
PDXJ-RXN	2.6.99.2
1PFRUCTPHOSN-RXN	2.7.1.56
2.7.1.121-RXN	2.7.1.121
2.7.1.148-RXN	2.7.1.148
6PFRUCTPHOS-RXN	2.7.1.11
