Species, Gene
PVA, Pvag_1328(gcd1) Pvag_3575(gcd3)
PAO, Pat9b_0362 Pat9b_1833 Pat9b_4608
RAH, Rahaq_4778
XCC, XCC1575(gcd) XCC3083(gcd)
XCB, XC_1075 XC_2659
XCA, xccb100_1109(gcd) xccb100_2685(gcd)
XCV, XCV1673(gcd1) XCV3337(gcd2)
XAC, XAC1633(gcd) XAC3212(gcd)
SML, Smlt3136(gcd)
SMT, Smal_2577
PAE, PA2290(gcd)
PAU, PA14_34970(gcd)
PAP, PSPA7_2951(gcd)
PAG, PLES_30141(gcd)
PPU, PP_1444(gcd)
PPF, Pput_4277
PPG, PputGB1_4361
PPW, PputW619_1081 PputW619_2610
PPT, PPS_4204
PST, PSPTO_4196(gcd)
PSB, Psyr_2574 Psyr_3930
PSP, PSPPH_3927(gcd)
PFL, PFL_4916
PFO, Pfl01_4577
PFS, PFLU1086(gcd)
PEN, PSEEN1170
PMY, Pmen_0791
PMK, MDS_0905
PSA, PST_0991 PST_1455 PST_3741
PSZ, PSTAB_0892 PSTAB_1387
PBA, PSEBR_a2046 PSEBR_a4532
PFV, Psefu_3780
AVN, Avin_40050(gcd)
PAR, Psyc_1237
PRW, PsycPRwf_1775
ACI, ACIAD2983(gcd)
ACD, AOLE_02985 AOLE_08035
ACB, A1S_1951 A1S_2847
ABM, ABSDF0596(gcd)
ABY, ABAYE0633(gcd) ABAYE1605(gdhB)
ABC, ACICU_02070 ACICU_03096
ABN, AB57_2293 AB57_3351
ABB, ABBFA_000614 ABBFA_001498
ILO, IL0790(gcd)
PAT, Patl_2112
GAG, Glaag_0788 Glaag_2155
PIN, Ping_3086
NWA, Nwat_1271
CSA, Csal_2831
HEL, HELO_4006(gcd)
MMW, Mmwyl1_0992
BXE, Bxe_A1505 Bxe_C0173
BPH, Bphy_5562
BPY, Bphyt_1682
BGL, bglu_2g12650
BUG, BC1001_5374
BGE, BC1002_5612 BC1002_6366
BGF, BC1003_4047
BGD, bgla_2g13820
BPT, Bpet4644(gcd)
AAV, Aave_0411
AAA, Acav_0472
DAC, Daci_0342
DEL, DelCs14_0355
VAP, Vapar_5020
VPE, Varpa_5735
MPT, Mpe_A1594
PUB, SAR11_0305(yliI)
MLO, mll1500
MCI, Mesci_3191
MOP, Mesop_3581 Mesop_6508
MES, Meso_3525
PLA, Plav_2593 Plav_3055
SME, SMc00110(gcd)
SMK, Sinme_0691
SMD, Smed_0595
RHI, NGR_c07380
ATU, Atu4135(gcd)
ARA, Arad_7145(gcd) Arad_9054(gcd)
AVI, Avi_2843(gcd)
RET, RHE_CH01222(gcd)
REC, RHECIAT_CH0001309(gcd)
RLE, RL1354(gcd)
RLT, Rleg2_0856
RLG, Rleg_0980 Rleg_5965
OAN, Oant_0294
BRA, BRADO0601(gcd)
BBT, BBta_7581(gcd)
RPB, RPB_3211
RPT, Rpal_3825
RPX, Rpdx1_3210
MRD, Mrad2831_1527
PZU, PHZ_c1591
RSP, RSP_2673
RSH, Rsph17029_1330 Rsph17029_3539
RSQ, Rsph17025_1211 Rsph17025_3339
RSK, RSKD131_0987 RSKD131_4187
KVU, EIO_0680
NPP, PP1Y_Mpl5435
SWI, Swit_1054 Swit_1900 Swit_2024
SJP, SJA_C2-00940 SJA_C2-00980(gcd)
SCH, Sphch_3270 Sphch_3312
GOX, GOX0265 GOX0516 GOX0854 GOX1441
GDI, GDI_0325(gcd) GDI_0539(gcd) GDI_3277(gdhA)
GDJ, Gdia_1469 Gdia_2382 Gdia_3089
APT, APA01_06330 APA01_14620
RCE, RC1_3887(gcd)
AZL, AZL_e01560(gcd)
TSA, AciPR4_4246
SUS, Acid_1044 Acid_1149 Acid_1183 Acid_1639 Acid_1932 Acid_2289 Acid_2557 Acid_3097 Acid_3236 Acid_4075 Acid_4918
CPI, Cpin_2704
SHG, Sph21_2765
HHY, Halhy_3575
DFE, Dfer_0311 Dfer_1014 Dfer_1378 Dfer_1611 Dfer_4957
SLI, Slin_1132 Slin_2450 Slin_3953
LBY, Lbys_1799
RSI, Runsl_2808 Runsl_5022 Runsl_5493
GFO, GFO_0814(gdhB)
RBI, RB2501_06935
FBC, FB2170_06055
OTE, Oter_0062
GAU, GAU_2308
RBA, RB10127 RB1988(gdhP)
TTH, TTC0202
HMA, pNG7073(qgd)
PFS, PFLU1086(gcd)
PEN, PSEEN1170
PMY, Pmen_0791
PMK, MDS_0905
PSA, PST_0991 PST_1455 PST_3741
PSZ, PSTAB_0892 PSTAB_1387
PBA, PSEBR_a2046 PSEBR_a4532
PFV, Psefu_3780
AVN, Avin_40050(gcd)
PAR, Psyc_1237
PRW, PsycPRwf_1775
ACI, ACIAD2983(gcd)
ACD, AOLE_02985 AOLE_08035
ACB, A1S_1951 A1S_2847
ABM, ABSDF0596(gcd)
ABY, ABAYE0633(gcd) ABAYE1605(gdhB)
ABC, ACICU_02070 ACICU_03096
ABN, AB57_2293 AB57_3351
ABB, ABBFA_000614 ABBFA_001498
ILO, IL0790(gcd)
PAT, Patl_2112
GAG, Glaag_0788 Glaag_2155
PIN, Ping_3086
NWA, Nwat_1271
CSA, Csal_2831
HEL, HELO_4006(gcd)
MMW, Mmwyl1_0992
BXE, Bxe_A1505 Bxe_C0173
BPH, Bphy_5562
BPY, Bphyt_1682
BGL, bglu_2g12650
BUG, BC1001_5374
BGE, BC1002_5612 BC1002_6366
BGF, BC1003_4047
BGD, bgla_2g13820
BPT, Bpet4644(gcd)
AAV, Aave_0411
AAA, Acav_0472
DAC, Daci_0342
DEL, DelCs14_0355
VAP, Vapar_5020
VPE, Varpa_5735
MPT, Mpe_A1594
PUB, SAR11_0305(yliI)
MLO, mll1500
MCI, Mesci_3191
MOP, Mesop_3581 Mesop_6508
MES, Meso_3525
PLA, Plav_2593 Plav_3055
SME, SMc00110(gcd)
SMK, Sinme_0691
SMD, Smed_0595
RHI, NGR_c07380
ATU, Atu4135(gcd)
ARA, Arad_7145(gcd) Arad_9054(gcd)
AVI, Avi_2843(gcd)
RET, RHE_CH01222(gcd)
REC, RHECIAT_CH0001309(gcd)
RLE, RL1354(gcd)
RLT, Rleg2_0856
RLG, Rleg_0980 Rleg_5965
OAN, Oant_0294
BRA, BRADO0601(gcd)
BBT, BBta_7581(gcd)
RPB, RPB_3211
RPT, Rpal_3825
RPX, Rpdx1_3210
MRD, Mrad2831_1527
PZU, PHZ_c1591
RSP, RSP_2673
RSH, Rsph17029_1330 Rsph17029_3539
RSQ, Rsph17025_1211 Rsph17025_3339
RSK, RSKD131_0987 RSKD131_4187
KVU, EIO_0680
NPP, PP1Y_Mpl5435
SWI, Swit_1054 Swit_1900 Swit_2024
SJP, SJA_C2-00940 SJA_C2-00980(gcd)
SCH, Sphch_3270 Sphch_3312
GOX, GOX0265 GOX0516 GOX0854 GOX1441
GDI, GDI_0325(gcd) GDI_0539(gcd) GDI_3277(gdhA)
GDJ, Gdia_1469 Gdia_2382 Gdia_3089
APT, APA01_06330 APA01_14620
RCE, RC1_3887(gcd)
AZL, AZL_e01560(gcd)
TSA, AciPR4_4246
SUS, Acid_1044 Acid_1149 Acid_1183 Acid_1639 Acid_1932 Acid_2289 Acid_2557 Acid_3097 Acid_3236 Acid_4075 Acid_4918
CPI, Cpin_2704
SHG, Sph21_2765
HHY, Halhy_3575
DFE, Dfer_0311 Dfer_1014 Dfer_1378 Dfer_1611 Dfer_4957
SLI, Slin_1132 Slin_2450 Slin_3953
LBY, Lbys_1799
RSI, Runsl_2808 Runsl_5022 Runsl_5493
GFO, GFO_0814(gdhB)
RBI, RB2501_06935
FBC, FB2170_06055
OTE, Oter_0062
GAU, GAU_2308
RBA, RB10127 RB1988(gdhP)
TTH, TTC0202
HMA, pNG7073(qgd)
