Species, Gene
BAS, BUsg312(zwf)
BAB, bbp298(zwf)
BCC, BCc_199(zwf)
BAP, BUAP5A_313(zwf)
BAU, BUAPTUC7_314(zwf)
SGL, SG1270
ENT, Ent638_2421
ENC, ECL_01446
ESC, Entcl_1938
EAE, EAE_22810
ESA, ESA_01389
CTU, CTU_25340(zwf)
KPN, KPN_02367(zwf)
KPE, KPK_1922(zwf)
KPU, KP1_3496(zwf)
KVA, Kvar_1742
CKO, CKO_01113
CRO, ROD_18921(zwf)
SPE, Spro_2768
SRS, SerAS12_2861
PMR, PMI1157(zwf)
EIC, NT01EI_1607
ETR, ETAE_1449
BFL, Bfl449(zwf)
BPN, BPEN_464(zwf)
BVA, BVAF_450(zwf)
HDE, HDEF_0646(zwf)
DDA, Dd703_2136
DDC, Dd586_2187
DDD, Dda3937_03574(zwf)
DZE, Dd1591_2244
XBO, XBJ1_2233(zwf)
XNE, XNC1_2174(zwf)
PAM, PANA_2191(zwf) PANA_4018(zwf2)
PVA, Pvag_1655(zwf)
PAO, Pat9b_2299
RAH, Rahaq_1998
MEN, MEPCIT_130(zwf)
HIN, HI0558(zwf)
HIT, NTHI0686(zwf)
HIP, CGSHiEE_00190
HIQ, CGSHiGG_06065
HIF, HIBPF17700
HIL, HICON_08610
HDU, HD0838(zwf)
HAP, HAPS_0838(zwf)
HSO, HS_1651(zwf)
HSM, HSM_1813
PMU, PM1549(zwf)
MSU, MS0016(zwf)
APL, APL_1311(zwf)
APJ, APJL_1324(zwf)
APA, APP7_1362
ASU, Asuc_0227
AAP, NT05HA_2091
AAT, D11S_0516
GAN, UMN179_01651
XFA, XF1065
XFT, PD0346(zwf)
XFM, Xfasm12_0374
XFN, XfasM23_0338
XCC, XCC2136(zwf) XCC3993(zwf)
XCB, XC_1977 XC_4082
XCA, xccb100_2042(zwf1) xccb100_4185(zwf2)
XCV, XCV2237(zwf1) XCV4168(zwf2)
XAC, XAC2071(zwf) XAC4081(zwf)
XOO, XOO0467(zwf) XOO2314(zwf)
XOM, XOO_0432 XOO_2191
XOP, PXO_00608(zwf) PXO_02888(zwf)
XAL, XALc_0145 XALc_1830(zwf)
SML, Smlt1793(zwf)
SMT, Smal_1531
PSU, Psesu_1292
VCH, VCA0896
VCO, VC0395_0341(zwf)
VCM, VCM66_A0856(zwf)
VCJ, VCD_000435
VVU, VV1_2684(zwf)
VVY, VV1605
VVM, VVM_03171
VPA, VP1710
VHA, VIBHAR_02429
VSP, VS_1304
VEX, VEA_003323
VFI, VF_A0468(zwf)
VFM, VFMJ11_A0518(zwf)
VSA, VSAL_II0687(zwf)
PPR, PBPRA1442
VAN, VAA_01352
PAE, PA3183(zwf) PA5439
PAU, PA14_23070(zwf) PA14_71800(zwf)
PAP, PSPA7_1947(zwf2) PSPA7_6228(zwf1)
PAG, PLES_18851(zwf) PLES_58341
PPU, PP_1022(zwf-1) PP_4042(zwf-2) PP_5351(zwf-3)
PPF, Pput_1060 Pput_1796 Pput_5259
PPG, PputGB1_1020 PputGB1_3646 PputGB1_5400
PPW, PputW619_1831 PputW619_4202 PputW619_5128
PPT, PPS_1051 PPS_3447 PPS_5199
PST, PSPTO_1300(zwf-1) PSPTO_3121(zwf-2)
PSB, Psyr_1120 Psyr_2988
PSP, PSPPH_1188(zwf1)
PFL, PFL_3143(zwf) PFL_4610(zwf)
PFO, Pfl01_2587 Pfl01_4363
PFS, PFLU2692 PFLU4838
PEN, PSEEN1940(zwf-2) PSEEN4405(zwf-1) PSEEN5500(zwf-3)
PMY, Pmen_3143 Pmen_4486
PMK, MDS_3422 MDS_4830
PSA, PST_0182(zwf-3) PST_2329 PST_3497
PSZ, PSTAB_0247(zwf) PSTAB_2209 PSTAB_3469
PBA, PSEBR_a1219 PSEBR_a3122
PFV, Psefu_2069 Psefu_4462
CJA, CJA_1350(zwf)
CGA, Celgi_1649
AVN, Avin_02020(zwf-4) Avin_27260(zwf-1)
SON, SO_2489(zwf)
SDN, Sden_2079
SFR, Sfri_1892
SAZ, Sama_1812
SBL, Sbal_2241 Sbal_4527
SBM, Shew185_2130
SBN, Sbal195_2175
SBP, Sbal223_2254
SLO, Shew_2048
SPC, Sputcn32_1866
SSE, Ssed_2070
SPL, Spea_2335
SHE, Shewmr4_2046
SHM, Shewmr7_1929
SHN, Shewana3_2151
SHW, Sputw3181_2142
SHL, Shal_1949
SWD, Swoo_2539
SWP, swp_2390
SVO, SVI_2317(zwf)
CPS, CPS_2281(zwf)
PHA, PSHAa1140(zwf)
PAT, Patl_0970
PSM, PSM_A1887(zwf)
SDE, Sde_1380
MAQ, Maqu_1834
AMC, MADE_1011705
ALT, ambt_05815
GAG, Glaag_3438
PIN, Ping_2754
TTU, TERTU_2711(zwf)
FBL, Fbal_1965
LPN, lpg0416(zwf)
LPF, lpl0459(zwf)
LPP, lpp0483(zwf)
LPC, LPC_2927(zwf)
LPA, lpa_00651(zwf)
LLO, LLO_2807(zwf)
MCA, MCA0025(zwf-1) MCA2971(zwf-2)
MMT, Metme_0553 Metme_0649 Metme_0813 Metme_2910
TCX, Tcr_1214
NOC, Noc_0772 Noc_2062
NHL, Nhal_2215 Nhal_2848
NWA, Nwat_1038 Nwat_2337
ALV, Alvin_2753
TGR, Tgr7_0872
HNA, Hneap_0996
HCH, HCH_00347(zwf)
CSA, Csal_2741
HEL, HELO_3637(zwf)
MMW, Mmwyl1_1038
MME, Marme_1041
MPC, Mar181_2833
DNO, DNO_1223(zwf)
AFE, Lferr_1690
AFR, AFE_2025(zwf)
BCI, BCI_0309(zwf)
NMA, NMA1609(zwf)
NME, NMB1392(zwf)
NMC, NMC1331(zwf)
NMN, NMCC_1307(zwf)
NMI, NMO_1234(zwf)
NGO, NGO0715
NGK, NGK_1174
NLA, NLA_9260(gdh)
CVI, CV_0145(zwf)
LHK, LHK_01919
RSO, RSp1559(zwf)
RSL, RPSI07_mp1663(zwf)
RPI, Rpic_4867
RPF, Rpic12D_3790
REU, Reut_A1650 Reut_B5329
REH, H16_A0316(zwf1) H16_B1501(zwf2) H16_B2566(zwf3)
RME, Rmet_5801(zwf)
CTI, RALTA_A0255(zwf1) RALTA_B2296(zwf2)
CNC, CNE_1c03290(zwf) CNE_2c15000(zwf1) CNE_2c24760(zwf2)
BMA, BMA2130(zwf)
BMV, BMASAVP1_A0780(zwf)
BML, BMA10229_A2614(zwf)
BMN, BMA10247_2000(zwf)
BPS, BPSL2612(zwf)
BPM, BURPS1710b_3087(zwf)
BPL, BURPS1106A_3053(zwf)
BPD, BURPS668_2999(zwf)
BPR, GBP346_A3190(zwf)
BTE, BTH_I1552(zwf)
BVI, Bcep1808_0883 Bcep1808_3601
BUR, Bcep18194_A4070 Bcep18194_B0242
BCN, Bcen_0488 Bcen_5455
BCH, Bcen2424_0967 Bcen2424_5407
BCM, Bcenmc03_0928 Bcenmc03_4863
BCJ, BCAL3042(zwf) BCAM2600(zwf)
BAM, Bamb_0827 Bamb_4748
BAC, BamMC406_0839 BamMC406_5293
BMU, Bmul_2431 Bmul_3354
BMJ, BMULJ_00802(zwf) BMULJ_05172(zwf)
BXE, Bxe_A3452 Bxe_B0215 Bxe_B1764
BPH, Bphy_0627 Bphy_2400 Bphy_3342
BPY, Bphyt_1027 Bphyt_4908 Bphyt_7097
BGL, bglu_1g08060 bglu_1g13030 bglu_2g11990
BUG, BC1001_0785 BC1001_4708 BC1001_5632
BGE, BC1002_0742 BC1002_3729 BC1002_5019
BGF, BC1003_0886 BC1003_4793 BC1003_5730
BRH, RBRH_01408 RBRH_03664
BGD, bgla_1g08720 bgla_1g24570 bgla_2g15640
RFR, Rfer_1125 Rfer_4034
POL, Bpro_0751
PNA, Pnap_0653 Pnap_3694
AAV, Aave_0942
AJS, Ajs_0695
DIA, Dtpsy_0673
AAA, Acav_0899
VEI, Veis_4223
DAC, Daci_5599
DEL, DelCs14_1015
VAP, Vapar_1096
VPE, Varpa_1180
RTA, Rta_35180(zwf)
HAR, HEAR1084(zwf)
MMS, mma_2313(zwf)
HSE, Hsero_1098(zwf)
LCH, Lcho_3387
TIN, Tint_1100
NEU, NE0398(zwf)
NET, Neut_2143 Neut_2431
NII, Nit79A3_0030 Nit79A3_2507
NMU, Nmul_A0466
DAR, Daro_2070
TBD, Tbd_2122
MFA, Mfla_0917 Mfla_1061
MMB, Mmol_1527
MEH, M301_1112
MEI, Msip34_1093
MEP, MPQ_1148(zwf)
SLT, Slit_0395
GCA, Galf_1908
HPY, HP1101
HPJ, jhp1027(zwf)
HPA, HPAG1_1039
HPS, HPSH_05655
HPG, HPG27_1042
HPP, HPP12_1066
HPB, HELPY_1070(zwf)
HPL, HPB8_403(zwf)
HPC, HPPC_05345
HPM, HPSJM_05435
HAC, Hac_0441
HMS, HMU04960(zwf)
HFE, HFELIS_04930(zwf)
HBI, HBZC1_13370
CJD, JJD26997_1270(zwf)
ANT, Arnit_0214
GME, Gmet_2619
PCA, Pcar_0924(zwf)
PPD, Ppro_2250
DDE, Dde_3471
DMA, DMR_05550(zwf)
DBA, Dbac_0184
DRT, Dret_2487
DAK, DaAHT2_0039
DPR, Despr_2152
DAL, Dalk_3007
ADE, Adeh_1439
ACP, A2cp1_2508
AFW, Anae109_0597 Anae109_3326
ANK, AnaeK_2421
MXA, MXAN_0953(zwf)
MFU, LILAB_03910
SUR, STAUR_7039(zwf)
SCL, sce4355(zwf1) sce7012(zwf2)
HOH, Hoch_4431
DBR, Deba_0223
MLO, mll6516 mlr4207
MCI, Mesci_1060 Mesci_2405
MOP, Mesop_1100 Mesop_2541
MES, Meso_0159
SME, SMc03070(zwf)
SMK, Sinme_0397
SMD, Smed_0300
RHI, NGR_c03190
ATU, Atu0600(zwf) Atu4835
ARA, Arad_0944(zwf) Arad_1403(zwf)
AVI, Avi_0798(zwf) Avi_7570
AGR, AGROH133_04043(zwf)
RET, RHE_CH00704(zwf1) RHE_CH01185(zwf2)
REC, RHECIAT_CH0000785(zwf1) RHECIAT_CH0001273(zwf2)
RLE, RL0753(zwf) RL1315(zwf) pRL120561
RLT, Rleg2_0363 Rleg2_0826 Rleg2_4766
RLG, Rleg_0395 Rleg_0940
LAS, CLIBASIA_01955
LSO, CKC_02755
BME, BMEII0513
BMI, BMEA_B0756(zwf)
BMF, BAB2_0460
BMB, BruAb2_0454(zwf)
BMC, BAbS19_II04350
BMS, BRA0778(zwf)
BMT, BSUIS_B0770(zwf)
BOV, BOV_A0728(zwf)
BCS, BCAN_B0790(zwf)
BMR, BMI_II771(zwf)
OAN, Oant_3956
BJA, blr6760(zwf)
BRA, BRADO5811(zwf)
BBT, BBta_6317(zwf) BBta_p0094(zwf)
RPA, RPA3636(zwf)
RPB, RPB_1890
RPC, RPC_3672
RPD, RPD_3476
RPE, RPE_3710
RPT, Rpal_4157
RPX, Rpdx1_1715
NWI, Nwi_2643
NHA, Nham_3271
OCA, OCAR_5068(zwf)
BHE, BH03910(zwf)
BQU, BQ02930(zwf)
BTR, Btr_0599(zwf)
BGR, Bgr_04210(zwf)
XAU, Xaut_1017 Xaut_1252
AZC, AZC_3629
SNO, Snov_3398 Snov_3856
MEX, Mext_0545 Mext_1515 Mext_2523
MEA, Mex_1p0364(zwf) Mex_1p1408(zwf) Mex_1p1864(zwf) Mex_1p2490(zwf)
MDI, METDI0517(zwf) METDI2177(zwf) METDI3253(zwf)
MRD, Mrad2831_3905 Mrad2831_4314
MET, M446_4822 M446_6708
MPO, Mpop_0516 Mpop_1515 Mpop_2451
MCH, Mchl_0480 Mchl_1794 Mchl_2746
MNO, Mnod_1704 Mnod_7447
BID, Bind_0458 Bind_2867
MSL, Msil_1125
RVA, Rvan_3105
CCR, CC_2057
CCS, CCNA_02136(zwf)
CAK, Caul_1438
CSE, Cseg_1373
PZU, PHZ_c3256(zwf)
BSB, Bresu_1037
AEX, Astex_1954
SIL, SPO2048(zwf-1) SPO3033(zwf-2)
SIT, TM1040_0377
RSP, RSP_2734(zwf)
RSH, Rsph17029_1392
RSQ, Rsph17025_1778
RSK, RSKD131_1057
RCP, RCAP_rcc02408(zwf)
JAN, Jann_1969
RDE, RD1_2722(zwf)
RLI, RLO149_c018300(zwf)
PDE, Pden_1952
DSH, Dshi_1684(zwf)
KVU, EIO_1652
MMR, Mmar10_2642
HNE, HNE_1738(zwf)
HBA, Hbal_1547
ZMO, ZMO0367
ZMN, Za10_0873
ZMP, Zymop_0832
NAR, Saro_1893
NPP, PP1Y_AT6952
SAL, Sala_0190
SWI, Swit_1623 Swit_2887
SJP, SJA_C1-20860(zwf)
SCH, Sphch_1088
ELI, ELI_00545
GOX, GOX0145
GBE, GbCGDNIH1_0798 GbCGDNIH1_0853
ACR, Acry_0465 Acry_1275
AMV, ACMV_05580(zwf) ACMV_13150(zwf)
GDI, GDI_0288(zwf) GDI_1408(zwf) GDI_3177(zwf)
GDJ, Gdia_2111 Gdia_2351 Gdia_3183
APT, APA01_18870
AZL, AZL_a09910(zwf)
APB, SAR116_1986
PGV, SL003B_1457
BSU, BSU23850(zwf)
BSS, BSUW23_11785(zwf)
BSN, BSn5_02450
BAN, BA_3433(zwf)
BAR, GBAA_3433(zwf)
BAT, BAS3182
BAH, BAMEG_1194(zwf)
BAI, BAA_3467(zwf)
BAL, BACI_c33350
BCA, BCE_3412(zwf)
BCZ, BCZK3083(zwf) BCZK3084(g6pD)
BCR, BCAH187_A3414(zwf)
BCB, BCB4264_A3389(zwf)
BCU, BCAH820_3402(zwf)
BCG, BCG9842_B1843(zwf)
BCQ, BCQ_3188
BCX, BCA_3469(zwf)
BTK, BT9727_3166(zwf)
BTL, BALH_3052
BTB, BMB171_C3064(zwf)
BWE, BcerKBAB4_3105
BLI, BL01964(zwf)
BLD, BLi02555(zwf)
BAY, RBAM_022160(zwf)
BAO, BAMF_2285(zwf)
BAE, BATR1942_10235
BCL, ABC1924(zwf)
BPU, BPUM_2116(zwf)
BMQ, BMQ_1958(zwf) BMQ_5210(zwf)
BMD, BMD_1913(zwf) BMD_3268(zwf) BMD_5196(zwf)
BCO, Bcell_1992 Bcell_3667
BCK, BCO26_1630
OIH, OB2938
GKA, GK2334
GTN, GTNG_2264(zwf)
GTH, Geoth_1335 Geoth_3116
GWC, GWCH70_2277
GYC, GYMC61_0348
GYA, GYMC52_2314
GCT, GC56T3_1169
GMC, GY4MC1_1226 GY4MC1_3100
AFL, Aflv_0978(zwf)
SAU, SA1336
SAV, SAV1505
SAW, SAHV_1493
SAH, SaurJH1_1593 SaurJH1_2809
SAJ, SaurJH9_1562 SaurJH9_2764
SAM, MW1459
SAS, SAS1445
SAR, SAR1582(zwf)
SAC, SACOL1549(zwf)
SAX, USA300HOU_1507
SAA, SAUSA300_1454(zwf)
SAO, SAOUHSC_01599
SAE, NWMN_1412(zwf)
SAD, SAAV_1495(zwf)
SAB, SAB1366
SEP, SE1188
SER, SERP1067(zwf-2)
SHA, SH1411
SSP, SSP1248
SCA, Sca_1130(zwf)
SLG, SLGD_01408
SSD, SPSINT_1200
LMO, lmo1978
LMF, LMOf2365_2002(zwf)
LMH, LMHCC_0583(zwf)
LMC, Lm4b_01990
LMN, LM5578_2179
LMY, LM5923_2130
LIN, lin2085
LWE, lwe1997(zwf)
LSG, lse_1960(zwf)
MCL, MCCL_1154(zwf)
BBE, BBR47_37600(zwf)
PJD, Pjdr2_1111 Pjdr2_2695
GYM, GYMC10_5505
PPY, PPE_02028(zwf1) PPE_03961(zwf2)
PPM, PPSC2_c2263 PPSC2_c4474
PMS, KNP414_03551
AAC, Aaci_2551
LLA, L0044(zwf)
LLK, LLKF_2489(zwf)
LLC, LACR_2527
LLM, llmg_2499
SPN, SP_1243
SPD, SPD_1100(zwf)
SPR, spr1122(zwf)
SPW, SPCG_1060(zwf)
SPX, SPG_1133(zwf)
SNE, SPN23F_11380(zwf)
SPV, SPH_1358(zwf)
SNM, SP70585_1305(zwf)
SJJ, SPJ_1156(zwf)
SPP, SPP_1280(zwf)
SNT, SPT_0986(zwf)
SNC, HMPREF0837_11258(zwf)
SNB, SP670_1036(zwf)
SNP, SPAP_1267
SSA, SSA_1555(gdh)
SSU, SSU05_1184
SSV, SSU98_1201
SSB, SSUBM407_0761(zwf)
SSI, SSU1025(zwf)
SSS, SSUSC84_1063(zwf)
SST, SSUST3_1203(zwf)
SGO, SGO_0788(zwf)
SMB, smi_1205(zwf)
SOR, SOR_0913
SCP, HMPREF0833_10895(zwf)
LPL, lp_2681(gpd)
LPJ, JDM1_2150(gpd)
LPS, LPST_C2204(gpd)
LJO, LJ0470
LJF, FI9785_486(zwf)
LAC, LBA0413
LAI, LAC30SC_02100
LSA, LSA0381(zwf)
LSL, LSL_0462(zwf)
LDB, Ldb1611(gpd)
LBU, LBUL_1490
LDE, LDBND_1519
LBR, LVIS_0097
LCA, LSEI_0778
LCB, LCABL_08400(zwf)
LCZ, LCAZH_0721
LGA, LGAS_0417
LRE, Lreu_1765
LRF, LAR_1653
LRU, HMPREF0538_20951(zwf)
LHE, lhv_0432
LFE, LAF_1760
LRH, LGG_00760(zwf)
LRL, LC705_00754(zwf)
LCR, LCRIS_00410(zwf)
LAM, LA2_02145
LBH, Lbuc_2156
LKE, WANG_0117
PPE, PEPE_1267
EFA, EF1004(zwf)
MPS, MPTP_0781
OOE, OEOE_0135
LME, LEUM_2016
LCI, LCK_00052(zwf)
LKI, LKI_03825
LGS, LEGAS_0183(zwf)
LEC, LGMK_08495
AUR, HMPREF9243_1513(zwf)
CRN, CAR_c13350(zwf)
WKO, WKK_02545
CTC, CTC01864
AMT, Amet_3468
SAY, TPY_1049(zwf)
TTE, TTE1005(zwf)
TEX, Teth514_1417
THX, Thet_1485
TPD, Teth39_0976
TIT, Thit_0965
TMT, Tmath_1020
TBO, Thebr_1002
MTA, Moth_2302
TTM, Tthe_1640
TXY, Thexy_1103
HOR, Hore_16270
HAS, Halsa_0822
ERH, ERH_0455(zwf)
ACL, ACL_0962(zwf)
MTU, Rv1121(zwf1) Rv1447c(zwf2)
MTC, MT1153(zwf-1) MT1494(zwf-2)
MRA, MRA_1130(zwf1) MRA_1456(zwf2)
MTF, TBFG_11144 TBFG_11475
MTB, TBMG_02534(TBMG_02534.1) TBMG_02861(TBMG_02861.1)
MBO, Mb1152(zwf1) Mb1482c(zwf2)
MBB, BCG_1182(zwf1) BCG_1508c(zwf2)
MBT, JTY_1155(zwf1) JTY_1483(zwf2)
MAF, MAF_11370(zwf1) MAF_14690(zwf2)
MPA, MAP1176c(zwf2) MAP1687 MAP2671c(zwf)
MAV, MAV_1252(zwf) MAV_2733(zwf) MAV_3329(zwf)
MSM, MSMEG_0314(zwf) MSMEG_3101(zwf)
MUL, MUL_0149(zwf1) MUL_1842(zwf2)
MVA, Mvan_2718
MGI, Mflv_0266 Mflv_3694 Mflv_4263
MAB, MAB_2761
MMC, Mmcs_0459 Mmcs_2412 Mmcs_4976
MKM, Mkms_0470 Mkms_2458 Mkms_5064
MJL, Mjls_0446 Mjls_2452 Mjls_5357
MSP, Mspyr1_05100 Mspyr1_30370 Mspyr1_36090
MJD, JDM601_1977(zwf1) JDM601_2269(zwf2)
MMI, MMAR_2252(zwf2) MMAR_4339(zwf1)
ASD, AS9A_2345 AS9A_3688
CGL, NCgl1514(cgl1576)
CGB, cg1778(zwf)
CGT, cgR_1626
CEF, CE0542 CE1696
CDI, DIP1304(zwf)
CJK, jk0994(zwf)
CUR, cur_0997
CAR, cauri_1206(zwf)
CKP, ckrop_0961(zwf)
CPU, cpfrc_01103(zwf)
CRD, CRES_1075(zwf)
CUL, CULC22_01215(zwf)
NFA, nfa35750(zwf)
RHA, RHA1_ro00555(zwf1) RHA1_ro02369(zwf2) RHA1_ro05641(zwf3) RHA1_ro07184(zwf4) RHA1_ro11166 RHA1_ro11332(zwf5)
RER, RER_30430(zwf)
ROP, ROP_20830(zwf) ROP_57040(zwf) ROP_69650(zwf)
REQ, REQ_22140
GBR, Gbro_2372
TPR, Tpau_2524 Tpau_4207
SRT, Srot_0465
SCO, SCO1937(SCC22.19) SCO6661(SC5A7.11c)
SMA, SAV_1768(zwf1) SAV_6313(zwf2)
SGR, SGR_5586
SCB, SCAB_15731 SCAB_69901(zwf)
TWH, TWT343(zwf)
TWS, TW428(zwf)
LXX, Lxx11590(zwf)
CMI, CMM_1074(zwfB) CMM_1519(zwfA1) CMM_1737(zwfA2)
CMS, CMS_1784(zwf) CMS_1981(zwf)
MTS, MTES_1788 MTES_3654(zwf)
ART, Arth_2094 Arth_2490
AAU, AAur_2094(zwf) AAur_2459(zwf)
ACH, Achl_1835 Achl_2230 Achl_4518
AAI, AARI_18900(zwf)
