Species, Gene
LCH, Lcho_3767
TIN, Tint_0115 Tint_0116 Tint_1655
NEU, NE1920(cbbS) NE1921(rbcL)
NET, Neut_0804(rbcL) Neut_0805
NIT, NAL212_0871 NAL212_0872 NAL212_2942 NAL212_2943
NII, Nit79A3_1254 Nit79A3_1255 Nit79A3_3235 Nit79A3_3236
NMU, Nmul_A0685 Nmul_A0686(rbcL)
DAR, Daro_3637
TBD, Tbd_2623(cbbS) Tbd_2624(rbcL) Tbd_2638(cbbM)
APP, CAP2UW1_0825
SLT, Slit_0022 Slit_0985 Slit_0986
GCA, Galf_0034
DAS, Daes_2544
MLO, mll7006
MCI, Mesci_4283 Mesci_4284 Mesci_5314
MOP, Mesop_5541 Mesop_5542 Mesop_5775
SME, SM_b20197(cbbS) SM_b20198(rbcL) SM_b20393(rbcL)
SMK, Sinme_3785 Sinme_3974 Sinme_3975
SMD, Smed_3724 Smed_3924(rbcL) Smed_3925
RHI, NGR_b22000(rbcL1) NGR_c06470(rbcL2)
ARA, Arad_9230(rbcL)
RET, RHE_PF00042(rbcL)
REC, RHECIAT_PC0000964(rbcL)
RLE, pRL120396(cbbl1)
RLT, Rleg2_4649
RLG, Rleg_4762
OAN, Oant_3067 Oant_4835
BJA, blr2585(rbcL) blr2586(cbbS)
BRA, BRADO1659(rbcL) BRADO1660(cbbS) BRADO2274(rbcL) BRADO2275(cbbS)
BBT, BBta_0451(rbcL) BBta_0452(cbbS) BBta_2641(rbcL) BBta_2642(cbbS) BBta_6396(cbbS) BBta_6397(rbcL)
RPA, RPA0262(rlp2) RPA1559(rbcL) RPA1560(cbbS) RPA2169(rlp1) RPA4641(cbbM)
RPB, RPB_0300 RPB_0951 RPB_3227 RPB_3963 RPB_3964(rbcL)
RPC, RPC_0252 RPC_1327(rbcL) RPC_1328 RPC_2184 RPC_2895
RPD, RPD_0462 RPD_1054 RPD_1548 RPD_1549(rbcL) RPD_2233 RPD_3721 RPD_3722(rbcL)
RPE, RPE_0422 RPE_1361(rbcL) RPE_1362 RPE_2686 RPE_3678
RPT, Rpal_0263 Rpal_1747(rbcL) Rpal_1748 Rpal_2462 Rpal_5122
RPX, Rpdx1_0372 Rpdx1_3352 Rpdx1_3959 Rpdx1_3960 Rpdx1_4819
NWI, Nwi_1986 Nwi_1987(rbcL) Nwi_2928 Nwi_2929(rbcL)
NHA, Nham_3750 Nham_3751(rbcL) Nham_4049(rbcL) Nham_4050 Nham_4332(rbcL) Nham_4333
XAU, Xaut_1917 Xaut_1918(rbcL) Xaut_2924
AZC, AZC_2687
SNO, Snov_0428 Snov_0429 Snov_3661
MET, M446_1732
MNO, Mnod_2420 Mnod_3435
MSL, Msil_1195(rbcL) Msil_1196 Msil_1244
RVA, Rvan_0009 Rvan_0010 Rvan_0192 Rvan_1970
RSP, RSP_1281(cbbS) RSP_1282(rbcL) RSP_3271(rbpL)
RSH, Rsph17029_2940 Rsph17029_2941(rbcL) Rsph17029_4004
RSQ, Rsph17025_2711 Rsph17025_2712(rbcL) Rsph17025_4020 Rsph17025_4063(rbcL) Rsph17025_4064
RSK, RSKD131_2680 RSKD131_2681(rbcL) RSKD131_3446 RSKD131_4141
RCP, RCAP_rcc00578(cbbS) RCAP_rcc00579(cbbL) RCAP_rcc01829(cbbM)
JAN, Jann_3063
PDE, Pden_1699(rbcL) Pden_1700
ACR, Acry_0824(rbcL) Acry_0825 Acry_1067
AMV, ACMV_08240(rbcL) ACMV_10880(cbbS) ACMV_10890(cbbL)
RRU, Rru_A1998 Rru_A2400
RCE, RC1_0239(rbcL) RC1_0240(ccbS2) RC1_4061(rbcL) RC1_4062(cbbS1)
MAG, amb2696
PGV, SL003B_0987(cbbS) SL003B_0988(rbcL)
GYM, GYMC10_2998
PMS, KNP414_04768
BTS, Btus_2871 Btus_2872
VPR, Vpar_1263
SAY, TPY_0781(rbcS) TPY_0782(rbcL)
ADG, Adeg_1863
TNR, Thena_0423
AAU, AAur_1905
ACH, Achl_1739
MPH, MLP_19640
TCU, Tcur_1655 Tcur_1656
GOB, Gobs_1448
PDX, Psed_6249 Psed_6250
AFO, Afer_0119(rbcL) Afer_0120
RMR, Rmar_1894
PHE, Phep_2747
SHG, Sph21_2161
DFE, Dfer_2138
MIN, Minf_1263(rbcS) Minf_1264(rbcL)
PLM, Plim_1373
IPA, Isop_2634
SYN, slr0009(rbcL) slr0012(rbcS)
SYW, SYNW1717(rbcS) SYNW1718(rbcL)
SYC, syc0129_c(rbcS) syc0130_c(rbcL)
SYF, Synpcc7942_1426(rbcL) Synpcc7942_1427
SYD, Syncc9605_0752(rbcL) Syncc9605_0753
SYE, Syncc9902_1613 Syncc9902_1614(rbcL)
SYG, sync_1966(cbbS) sync_1967(rbcL)
SYR, SynRCC307_0819(rbcL) SynRCC307_0820(rbcS)
SYX, SynWH7803_0678(rbcL) SynWH7803_0679(rbcS)
SYP, SYNPCC7002_A1796(rbcS) SYNPCC7002_A1798(rbcL)
CYA, CYA_1194(rbcL) CYA_1196(cbbS)
CYB, CYB_2577(cbbS) CYB_2579(rbcL)
TEL, tll1504(rbcS) tll1506(rbcL)
MAR, MAE_47870(rbcS) MAE_47890(rbcL)
CYT, cce_3164(rbcS) cce_3166(rbcL)
CYP, PCC8801_1602(rbcL) PCC8801_1604
CYC, PCC7424_1365 PCC7424_1367(rbcL)
CYN, Cyan7425_3420 Cyan7425_3422(rbcL)
CYH, Cyan8802_1628(rbcL) Cyan8802_1630
CYJ, Cyan7822_2899 Cyan7822_2901
GVI, gvip295(rbcL) gvip297(rbcS)
ANA, alr1524(rbcL) alr1526(rbcS)
NPU, Npun_F4195(rbcL) Npun_F4197
AVA, Ava_3905 Ava_3907(rbcL)
NAZ, Aazo_2151 Aazo_2153
PMA, Pro0551(rbcL) Pro0552(rbcS)
PMM, PMM0550(rbcL) PMM0551(rbcS)
PMT, PMT1204(rbcS) PMT1205(rbcL)
PMN, PMN2A_1879(rbcL) PMN2A_1880
PMI, PMT9312_0550(rbcL) PMT9312_0551
PMB, A9601_06061(rbcL) A9601_06071(rbcS)
PMC, P9515_06141(rbcL) P9515_06151(rbcS)
PMF, P9303_08081(rbcL) P9303_08091(rbcS)
PMG, P9301_05761(rbcL) P9301_05771(rbcS)
PMH, P9215_06311(rbcL) P9215_06321(rbcS)
PMJ, P9211_05521(rbcL) P9211_05531(rbcS)
PME, NATL1_06041(rbcL) NATL1_06051(rbcS)
TER, Tery_4408 Tery_4410(rbcL)
AMR, AM1_1783(rbcS) AM1_1785(rbcL)
CTE, CT1772(rbcL)
CPC, Cpar_0434
CCH, Cag_1640
CPH, Cpha266_2001
CPB, Cphamn1_2007
CLI, Clim_1970
PVI, Cvib_0464
PLT, Plut_0412
PPH, Ppha_2334
PAA, Paes_1801
CTS, Ctha_1707
TRO, trd_0132
MRB, Mrub_0902
MSV, Mesil_0322 Mesil_3254 Mesil_3255
OPR, Ocepr_2186
PMX, PERMA_0408
TLE, Tlet_1684
NDE, NIDE1881(rlp)
MJA, MJ_1235(rbcL)
MFE, Mefer_1318(rbcL)
MVU, Metvu_0984(rbcL)
MFS, MFS40622_0859
MIG, Metig_1280
MOK, Metok_0719
MAC, MA4555(rbcL)
MBA, Mbar_A0902(rbcL)
MMA, MM_1249(rbcL)
MBU, Mbur_2322
MMH, Mmah_0928
MEV, Metev_0915
MZH, Mzhil_0258
MTP, Mthe_1616
MCJ, MCON_3086(cbbM)
MHU, Mhun_2315
MLA, Mlab_0558
MEM, Memar_1325(rbcL)
MPI, Mpet_1902
MBN, Mboo_1105(rbcL)
MPL, Mpal_0258
MPD, MCP_1116(rbcL)
AFU, AF1638(rbcL)
APO, Arcpr_1634
AVE, Arcve_0786
FPL, Ferp_1506
NPH, NP2770A(rbcL)
HMU, Hmuk_2766(rbcL)
NMG, Nmag_0732
HVO, HVO_0970(rbcL)
HBO, Hbor_21570
PHO, PH0939(rbcL)
PAB, PAB1580(rbcL)
PFU, PF1156(rbcL)
PYN, PNA2_1620
PYA, PYCH_00090
TKO, TK2290(rbcL)
TON, TON_1234(rbcL)
TGA, TGAM_1751(rbcL)
TSI, TSIB_1596(rbcL)
TBA, TERMP_00818
THE, GQS_09490(rbcL)
ABI, Aboo_1084
RCI, RCIX222(rbcL)
SMR, Smar_1051(rbcL)
SHC, Shell_1412
DKA, DKAM_1140(rbcL)
DMU, Desmu_1141
TAG, Tagg_0906
IAG, Igag_1625
HBU, Hbut_0503(rbcL)
TPE, Tpen_1227(rbcL)
