Species, Gene
EIC, NT01EI_2591(fruK)
ETR, ETAE_2302(fruK)
HDE, HDEF_1821(fruK)
DDA, Dd703_2328(fruK)
DDC, Dd586_2365
DDD, Dda3937_03624(fruK)
DZE, Dd1591_2425(fruK)
XBO, XBJ1_2884(fruK)
XNE, XNC1_2766(fruK)
PAM, PANA_2558(fruK)
PVA, Pvag_2042(fruK)
PAO, Pat9b_2653
RAH, Rahaq_1336
HIN, HI0447(fruK)
HIT, NTHI0574(fruK)
HIP, CGSHiEE_00755(fruK)
HIQ, CGSHiGG_05460(fruK)
HIF, HIBPF18830
HIL, HICON_09680
PMU, PM1796(fruK)
MSU, MS2179(fruK)
APL, APL_0344(fruK)
APJ, APJL_0360(fruK)
APA, APP7_0349
ASU, Asuc_0086(fruK)
AAP, NT05HA_1874(fruK)
AAT, D11S_0047(fruK)
GAN, UMN179_00797
XCC, XCC2371(fruK)
XCB, XC_1743
XCA, xccb100_1801(fruK)
XCV, XCV2680(fruK)
XAC, XAC2502(fruK)
XOO, XOO2811(fruK)
XOM, XOO_2651
XOP, PXO_00488
SML, Smlt2557(fruK)
SMT, Smal_2031
VCH, VCA0517
VCO, VC0395_0450(fruK)
VCM, VCM66_A0476(fruK)
VCJ, VCD_000810
VVU, VV2_0199(pfkB)
VVY, VVA0705
VVM, VVM_01449
VPA, VPA0812
VHA, VIBHAR_05959
VSP, VS_II1033
VEX, VEA_000223
VFI, VF_A0941(fruK)
VFM, VFMJ11_A1059(pfkB)
VSA, VSAL_II0091(fruK)
PPR, PBPRA1574
VAN, VAA_01006
PAE, PA3561(fruK)
PAU, PA14_18260(fruK)
PAP, PSPA7_1584(pfkB)
PAG, PLES_14721(fruK)
PPU, PP_0794(fruK)
PPF, Pput_0817
PPG, PputGB1_0828
PPW, PputW619_4399
PPT, PPS_0847
PST, PSPTO_0955(fruK)
PSB, Psyr_0822
PSP, PSPPH_0848(fruK)
PFL, PFL_0860(fruK)
PFO, Pfl01_0794
PFS, PFLU0805(fruK)
PEN, PSEEN0933
PMY, Pmen_0787
PMK, MDS_0901
PSA, PST_0989(fruK)
PSZ, PSTAB_0890(fruK)
PBA, PSEBR_a792
PFV, Psefu_0607
CGA, Celgi_0894
AVN, Avin_12200(fruK)
ACI, ACIAD1992(fruK)
ACD, AOLE_08070
ACB, A1S_1946
ABY, ABAYE1613(fruK)
ABC, ACICU_02062
ABN, AB57_2286(pfkB)
ABB, ABBFA_001505(pfkB)
PIN, Ping_3552
CSA, Csal_2647
HEL, HELO_3697(pfkB)
AHA, AHA_2347
ASA, ASA_1940(fruK)
AVR, B565_2009
TAU, Tola_0287
DNO, DNO_0583
AFE, Lferr_1482
AFR, AFE_1807
CVI, CV_3053(fruK)
RSO, RSc2862(fruK)
RSC, RCFBP_10597(fruK)
RSL, RPSI07_0643(fruK)
RPI, Rpic_3109
RPF, Rpic12D_2744
BTE, BTH_II0907(pfkB)
BUG, BC1001_4250
BGD, bgla_2g05980
AAV, Aave_4251
AAA, Acav_4152
DAC, Daci_2664
DEL, DelCs14_4011
TIN, Tint_0878 Tint_2175
MEH, M301_1126
MEP, MPQ_1859(fruK)
APP, CAP2UW1_2060
DAT, HRM2_08650(pfkB1)
SUR, STAUR_4530(pfkB)
MPO, Mpop_1188
RSP, RSP_1787(fruK)
RSH, Rsph17029_0434
RSQ, Rsph17025_0611
RSK, RSKD131_0090
RCP, RCAP_rcc02542(fruK)
NPP, PP1Y_Mpl7711
GBE, GbCGDNIH1_0411
ACR, Acry_0188
AMV, ACMV_02130(fruK)
RRU, Rru_A1971
AZL, AZL_c02620(fruK)
BSU, BSU14390(fruK)
BSS, BSUW23_07390(fruK)
BSN, BSn5_19265
BHA, BH0827(fruB)
BAN, BA_3847(fruB)
BAR, GBAA_3847(fruB)
BAT, BAS3564
BAH, BAMEG_0786(fruB)
BAI, BAA_3870(fruB)
BAL, BACI_c36670(fruB)
BCE, BC3719
BCA, BCE_3745(fruB)
BCZ, BCZK3477(fruB)
BCR, BCAH187_A3768(fruB)
BCB, BCB4264_A3817(fruB)
BCU, BCAH820_3727(fruB)
BCG, BCG9842_B1485(fruB)
BCQ, BCQ_3513(fruB)
BCX, BCA_3808(fruB)
BCY, Bcer98_2395
BTK, BT9727_3463(fruB)
BTL, BALH_3345
BTB, BMB171_C3391(fruB)
BWE, BcerKBAB4_3483
BLI, BL01605(fruK) BL01904
BLD, BLi01653(fruK) BLi03549
BAY, RBAM_014130(fruK)
BAO, BAMF_1513(fruK)
BAE, BATR1942_04960
BCL, ABC1270(fruB) ABC3198
BPU, BPUM_1335(fruK) BPUM_1770
BPF, BpOF4_10385(fruK)
BMQ, BMQ_2131(pfkB)
BMD, BMD_2087(pfkB)
BSE, Bsel_0930
BCK, BCO26_1636(fruK)
OIH, OB0839(fruB)
GKA, GK1839
GTN, GTNG_1727
GTH, Geoth_2211
GWC, GWCH70_1511
GYC, GYMC61_2650
GYA, GYMC52_1781
GCT, GC56T3_1698
GMC, GY4MC1_2125
AFL, Aflv_1477(fruK)
SAU, SA0654(fruB)
SAV, SAV0699(fruB)
SAW, SAHV_0696(fruB)
SAH, SaurJH1_0739
SAJ, SaurJH9_0723
SAM, MW0661(fruB)
SAS, SAS0664
SAR, SAR0752
SAC, SACOL0758(fruK)
SAX, USA300HOU_0722(fruK)
SAA, SAUSA300_0684(fruB)
SAO, SAOUHSC_00707
SAE, NWMN_0668(fruB)
SAD, SAAV_0661(fruK)
SAB, SAB0648
SEP, SE0471
SER, SERP0358(fruK)
SHA, SH2195(fruB)
SSP, SSP2018
SCA, Sca_0347(fruB)
SLG, SLGD_02130
SSD, SPSINT_0413
LMO, lmo2095 lmo2336(fruB)
LMF, LMOf2365_2127 LMOf2365_2306(fruB)
LMH, LMHCC_0270(pfkB) LMHCC_0454(pfkB)
LMC, Lm4b_02116 Lm4b_02300(fruB)
LMN, LM5578_2297 LM5578_2534(fruB)
LMY, LM5923_2248 LM5923_2484(fruB)
LIN, lin2199 lin2430(fruB)
LWE, lwe0799 lwe2116 lwe2288(fruB)
LSG, lse_2085 lse_2252(fruB)
LSP, Bsph_1257
ESI, Exig_1057
EAT, EAT1b_0160
MCL, MCCL_0453(fruA)
BBE, BBR47_58410(fruB)
GYM, GYMC10_5053
PPY, PPE_01618
PPM, PPSC2_c1788
PMS, KNP414_03409
AAC, Aaci_0891
LLA, L0032(lacC)
LLK, LLKF_0987(fruB)
LLC, LACR_1032
LLM, llmg_1569(fruC)
SPY, SPy_0854(fruB)
SPZ, M5005_Spy_0661(fruB)
SPM, spyM18_0913(fruK)
SPG, SpyM3_0579(fruK)
SPS, SPs1275
SPH, MGAS10270_Spy0720(fruB)
SPI, MGAS10750_Spy0752(fruB)
SPJ, MGAS2096_Spy0731(fruB) MGAS2096_Spy0732
SPK, MGAS9429_Spy0716(fruB)
SPF, SpyM51147(fruB)
SPA, M6_Spy0680
SPB, M28_Spy0642(fruB)
SOZ, Spy49_0673(fruK)
SPN, SP_0876
SPD, SPD_0772
SPR, spr0779(fruB)
SPW, SPCG_0825(fruB)
SPX, SPG_0800
SNE, SPN23F_07980(fruK)
SPV, SPH_0980(pfkB)
SNM, SP70585_0914(pfkB)
SJJ, SPJ_0817(pfkB)
SPP, SPP_0884(pfkB)
SNT, SPT_1325(pfkB)
SNC, HMPREF0837_11617(fruK)
SNB, SP670_1449(pfkB)
SNP, SPAP_0849
SAG, SAG1347(fruK)
SAN, gbs1417
SAK, SAK_1378
SMU, SMU.113 SMU.871(pfkB)
SMC, SmuNN2025_0103 SmuNN2025_1145(pfkB)
STC, str0400(fruB)
STL, stu0400(fruB)
STE, STER_0445
SSA, SSA_1081(fruB)
SSU, SSU05_0823
SSV, SSU98_0824
SSB, SSUBM407_1068(fruK)
SSI, SSU0767(fruK)
SSS, SSUSC84_0730(fruK)
SST, SSUST3_0959(fruK)
SGO, SGO_1112(fruB)
SEQ, SZO_08650
SEZ, Sez_1105(fruK)
SEU, SEQ_1300
SUB, SUB0749(fruK)
SDS, SDEG_0812(fruB)
SGA, GALLO_1318(fruK)
SGG, SGGBAA2069_c13070(fruB)
SMB, smi_1358(fruB)
SOR, SOR_1310(fruB)
STK, STP_0581(fruK)
STB, SGPB_1221(fruK)
SCP, HMPREF0833_10591(fruK)
SSR, SALIVB_0401(fruK)
LPL, lp_2096(fruK)
LPJ, JDM1_1753(fruK)
LPS, LPST_C1728(fruK)
LJO, LJ0145 LJ0158 LJ0571
LJF, FI9785_1654(fruB) FI9785_212(fruK) FI9785_227
LAC, LBA1778(fruK)
LAI, LAC30SC_09645
LSA, LSA1049(fruK)
LSL, LSL_0164(fruK)
LDB, Ldb2041(fruK)
LBU, LBUL_1888
LDE, LDBND_1887
LCA, LSEI_1348 LSEI_2655
LCB, LCABL_15700(fruK) LCABL_28220(fruK-1)
LCZ, LCAZH_1336 LCAZH_2625
LGA, LGAS_0148 LGAS_0161 LGAS_1727
LHE, lhv_1845
LRH, LGG_01360(fruB) LGG_02648(fruK)
LRL, LC705_01373(fruB) LC705_02653(fruK)
LCR, LCRIS_01806(fruK)
LAM, LA2_09950
LKE, WANG_1338
PPE, PEPE_0141 PEPE_1165
EFA, EF0693(fruK-1) EF0718(fruK-2)
MPS, MPTP_0656
LCI, LCK_01219(fruB)
LKI, LKI_08540
LGS, LEGAS_0693(fruK)
LEC, LGMK_03625
AUR, HMPREF9243_1310(pfkB)
CRN, CAR_c12670(fruK) CAR_c20610(lacC1)
CAC, CA_C0232(fruB)
CAE, SMB_G0237(fruK)
CPE, CPE0585(fruB)
CPF, CPF_0565(fruK)
CPR, CPR_0551
CNO, NT01CX_1725
CDF, CD2270(fruK) CD3076(tagK)
CDC, CD196_2125(fruK) CD196_2868(tagK)
CDL, CDR20291_2168(fruK) CDR20291_2915(tagK)
CBO, CBO1763(fpk) CBO1992
CBA, CLB_1698(fruK) CLB_1932
CBH, CLC_1706(fruK) CLC_1938
CBY, CLM_1923(pfkB) CLM_2209(pfkB)
CBL, CLK_1145(fruK) CLK_1445
CBK, CLL_A2297(pfkB)
CBB, CLD_2632 CLD_2876(fruK)
CBI, CLJ_B1944(pfkB_1) CLJ_B2197(pfkB_2)
CBN, CbC4_0909
CBT, CLH_2045(pfkB)
CBF, CLI_1758(fruK) CLI_2059
CBE, Cbei_1843
CPY, Cphy_3901
CLJ, CLJU_c20600
CSH, Closa_2440 Closa_3974
CCB, Clocel_0075
CLS, CXIVA_17730(fruK)
AMT, Amet_0826 Amet_4268
STH, STH794
VPR, Vpar_1577
SSG, Selsp_1989
AFN, Acfer_1034
DCA, Desca_2702
FMA, FMG_1285
APR, Apre_0382 Apre_0435
EEL, EUBELI_20518
ERE, EUBREC_0018
ELM, ELI_1088
BPB, bpr_I2103(pfkB)
CLE, Clole_3843
EHA, Ethha_1486
RAL, Rumal_1053
SAY, TPY_2020 TPY_2420(fruK)
TTE, TTE2587(fruK)
TEX, Teth514_0576
THX, Thet_2350
TPD, Teth39_0151
TIT, Thit_2254
TMT, Tmath_2160
TBO, Thebr_0157
TEP, TepRe1_2576
MTA, Moth_0012
CSC, Csac_2441
ATE, Athe_0147
COB, COB47_0139
CHD, Calhy_2479
COW, Calow_0083
CKI, Calkr_0133
CKN, Calkro_2423
TTM, Tthe_2552
TXY, Thexy_2229
CPO, COPRO5265_0216(pfkB)
TNR, Thena_0232
MAS, Mahau_2716
HAS, Halsa_0018 Halsa_0408 Halsa_1172
AAR, Acear_0292 Acear_0447
ERH, ERH_0004(fruK)
MGE, MG_063(fruK)
MPE, MYPE7750(fruK)
MMY, MSC_0647(fruK) MSC_0832(fruB)
MML, MLC_6030(fruK) MLC_7550(fruB)
MCP, MCAP_0619 MCAP_0852
MHR, MHR_0511(fruK)
MFR, MFE_05780(fruB)
MFM, MfeM64YM_0692(fruK)
MLC, MSB_A0627 MSB_A0910(pfkB)
MFL, Mfl180
MSM, MSMEG_0086 MSMEG_1378
MVA, Mvan_0095
MGI, Mflv_0751
MMC, Mmcs_0081
MKM, Mkms_0090
MJL, Mjls_0071
MSP, Mspyr1_00810 Mspyr1_52390
ASD, AS9A_0293(fruK)
CGL, NCgl1857(cgl1932) NCgl1860(cgl1935)
CGB, cg2119(pfkB)
CGT, cgR_1762 cgR_1765
CEF, CE1828
CDI, DIP1430
CAR, cauri_1480(fruK)
CKP, ckrop_1091(fruK)
CPU, cpfrc_01237(fruK)
CUL, CULC22_01342(fruK)
NFA, nfa28550(fruK)
RHA, RHA1_ro00056 RHA1_ro06783
RER, RER_27710(fruK)
ROP, ROP_67690(fruK)
GBR, Gbro_2218
TPR, Tpau_0185
SCO, SCO3197(SCE22.14c)
SMA, SAV_3689(fruB)
SGR, SGR_6865(fruB)
SCB, SCAB_52951
CMI, CMM_1503(fruK)
CMS, CMS_1802
MTS, MTES_3219(fruK)
ART, Arth_0300 Arth_1791
AAU, AAur_0295(fruK) AAur_0349(fruK) AAur_0862(fruK)
ACH, Achl_0526
AAI, AARI_02350(fruK)
APN, Asphe3_04300
RSA, RSal33209_3141
KRH, KRH_18480(fruK)
RMU, RMDY18_02350
RDN, HMPREF0733_10582(pfkB)
BFA, Bfae_22310
JDE, Jden_0064
XCE, Xcel_2767
SKE, Sked_01950 Sked_28610
CFI, Celf_1078 Celf_3164
ICA, Intca_3261
PAK, HMPREF0675_3156(pfkB)
KFL, Kfla_1208
TFU, Tfu_0696
NDA, Ndas_4226
FRE, Franean1_7074
NML, Namu_2176
GOB, Gobs_4851
KRA, Krad_1536
SEN, SACE_2273(fruB)
SVI, Svir_16680
AMD, AMED_3922(lacC) AMED_4501(fruK)
AMI, Amir_1060
SAQ, Sare_4850
MIL, ML5_2129
CAI, Caci_5272
SNA, Snas_2142
MCU, HMPREF0573_10964(pfkA)
RXY, Rxyl_2297
CWO, Cwoe_1873 Cwoe_5797
SHI, Shel_13290
APV, Apar_0322 Apar_0599 Apar_1252
OLS, Olsu_0363 Olsu_0536 Olsu_0777
CGO, Corgl_0238 Corgl_1108 Corgl_1662
BBZ, BbuZS7_0650(pfkB)
BGA, BG0651(fruK)
BTU, BT0630
BHR, BH0630
BDU, BDU_634(fruK)
BRE, BRE_637(fruK)
TPI, TREPR_2964(pfkB)
SSM, Spirs_0877
SCD, Spica_2248
BHY, BHWA1_01008(fruB) BHWA1_01536(fruK)
BRM, Bmur_0589 Bmur_1776
BPO, BP951000_1121(fruB)
ABA, Acid345_0661
SUS, Acid_0818
FSU, Fisuc_1887
FNU, FN1440
LBA, Lebu_0566
STR, Sterm_1735 Sterm_1965 Sterm_3759
SMF, Smon_0109
IPO, Ilyop_0740
OTE, Oter_3143
CAA, Caka_1344
TAI, Taci_0824 Taci_1715
ACO, Amico_0728
DET, DET1346
DEH, cbdb_A1296
DEB, DehaBAV1_1157
DEV, DhcVS_1128
RRS, RoseRS_0693
RCA, Rcas_0209
CAU, Caur_0802 Caur_2662
CAG, Cagg_0744 Cagg_2896
CHL, Chy400_0868 Chy400_2878
HAU, Haur_4713
TRO, trd_A0402(pfkB)
DRA, DR_B0074
DGE, Dgeo_2174
DDR, Deide_20760
DMR, Deima_1921
DPT, Deipr_2222
TRA, Trad_0500
MRB, Mrub_1268
HYA, HY04AAS1_0175
HYD, Hyd3684_0181
HYS, HydSHO_0181
TAM, Theam_1550
TMA, TM0828
TPT, Tpet_0099
TLE, Tlet_1061 Tlet_1709
TRQ, TRQ2_0099 TRQ2_0641
TNA, CTN_1748
TNP, Tnap_0099 Tnap_0928
TTA, Theth_1239
TME, Tmel_0676 Tmel_1834
TAF, THA_129(pfkB) THA_916
FNO, Fnod_0971 Fnod_1351
PMO, Pmob_0182 Pmob_1788
KOL, Kole_0346 Kole_0851
DTH, DICTH_0712
DTU, Dtur_0866
MTP, Mthe_0686
MPL, Mpal_1715
HMA, rrnAC0342(pfk4)
HUT, Huta_0650 Huta_1103
HMU, Hmuk_2661
HTU, Htur_2760
HVO, HVO_1500(pfkA)
HJE, HacjB3_10180
